School Name,School Code
Sacramento Adventist Academy,50483
California Academy of Mathematics and Science,50491
Castro Valley High School,50500
Cerritos High School,50527
Chatsworth High School,50528
Chino High School,50555
Ruben S Ayala High School,50563
Don Antonio Lugo High School,50566
Bonita Vista High School,50572
Castle Park High School,50573
Eastlake High School,50579
Chula Vista Senior High School,50580
Clovis North High School,50628
Colton High School,50640
Clayton Valley Charter High School,50658
College Park High School,50659
Northgate High School,50666
Centennial High School,50676
Santiago High School,50692
Charter Oak High School,50693
South Hills High School,50704
Cypress High School,50714
Culver City High School,50715
Cupertino High School,50718
Richard Gahr High School,50722
Athenian School,50724
San Ramon Valley High School,50725
Monte Vista High School,50727
Dana Hills High School,50729
Diamond Bar High School,50748
Dixon High School,50755
Warren High School,50771
Oxford Academy,50776
Dublin High School,50784
Valley Christian High School,50787
Eastside College Preparatory School,50791
Central Union High School,50810
El Cerrito High School,50815
Oak Ridge High School,50818
Mountain View High School,50837
El Segundo High School,50845
Elsinore High School,50855
La Costa Canyon High School,50858
San Dieguito Academy,50865
Crespi Carmelite High School,50867
San Pasqual High School,50884
Etiwanda High School,50888
Canyon Crest Academy,50893
Summit High School,50897
Quarry Lane School,50903
Folsom High School,50940
A B Miller High School,50944
Fountain Valley High School,50964
Irvington High School,50968
James Logan High School,50969
Mission San Jose High School,50970
Washington High School,50972
American High School,50974
Edison High School,50980
Sunny Hills High School,51008
Troy High School,51009
Garden Grove High School,51030
Gilroy High School,51040
Sunnyside High School,51045
Glendale Adventist Academy,51055
Ribet Academy,51058
Glendora High School,51070
Granada Hills Charter High School,51088
Bear River High School,51092
Nevada Union High School,51095
Grossmont High School,51110
Narbonne High School,51140
Moreau Catholic High School,51156
Healdsburg High School,51160
Hemet High School,51165
Sultana High School,51187
Aspire Pacific Academy,51214
Edison High School,51218
Huntington Beach High School,51220
Marina High School,51221
Ocean View High School,51224
Montgomery High School,51239
Imperial High School,51240
Mar Vista High School,51242
Arnold O Beckman High School,51267
Irvine High School,51271
Woodbridge High School,51274
Northwood High School,51283
Crean Lutheran High School,51298
Bentley School,51300
Clark Magnet High School,51301
Saint Francis High School,51311
La Canada High School,51312
Crescenta Valley High School,51313
Acalanes High School,51315
Laguna Beach High School,51320
Aliso Niguel High School,51324
La Jolla Country Day School,51333
La Jolla High School,51335
Lakewood High School,51347
Mayfair Middle-High School,51348
Helix Charter High School,51350
La Mirada High School,51352
Antelope Valley High School,51355
Los Altos High School,51360
Redwood High School,51361
Laguna Hills High School,51369
Lancaster High School,51412
Granada High School,51423
Livermore High School,51425
Livingston High School,51430
Lawndale High School,51431
Tokay High School,51440
Lodi High School,51441
Robert Millikan High School,51476
Long Beach Polytechnic High School,51480
Los Alamitos High School,51508
Los Altos High School,51510
Abraham Lincoln High School,51520
Alexander Hamilton High School,51525
Bais Yaakov School For Girls,51533
Benjamin Franklin High School,51550
Brentwood School,51555
Cathedral High School,51560
Los Angeles Center For Enriched Studies,51561
Chaminade College Preparatory,51565
Downtown Magnets High School,51576
Eagle Rock High School,51580
Hollywood High School,51615
Diego Rivera Learning Complex - Public Service Community School,51620
The Buckley School,51628
Community Collaborative Virtual - Sage Oak Charter,51664
King Drew Magnet High School Medicine and Science,51672
Los Angeles Senior High School,51680
Loyola High School,51685
Marlborough School,51710
Milken Community High School,51727
Central City Value High School,51764
Shalhevet High School,51792
ALLIANCE CINDY & BILL SIMON TECH ACADEMY HIGH SCHL,51804
University High School Charter,51825
Yeshiva University High School of Los Angeles - Girls Division,51843
Los Gatos High School,51855
Liberty High School,51881
Lynwood High School,51885
Mira Costa High School,51895
Manteca High School,51900
Paloma Valley High School,51907
Alhambra High School,51915
Mendocino High School,51950
Golden Valley High School,51953
Sacred Heart Preparatory School,51955
Trabuco Hills High School,51958
Menlo School,51960
Capistrano Valley High School,51968
Mills High School,51972
Tamalpais High School,51975
Piedmont Hills High School,51976
University High School,51984
Modesto High School,51985
Fred C Beyer High School,51986
Monrovia High School,52015
Big Valley Christian High School,52021
Oakwood School,52042
Rancho Verde High School,52056
Valley View High School,52057
Campolindo High School,52058
Live Oak High School,52060
Mountain View High School,52075
Saint Francis High School,52077
Vintage High School,52088
Sweetwater High School,52105
Newbury Park High School,52117
William S Hart High School,52120
Sage Hill School,52124
Norco High School,52129
Newport Harbor High School,52130
Campbell Hall,52133
North Hollywood High School,52145
Oakwood School,52146
Harvard-Westlake School,52159
Norwalk High School,52167
Bishop O'Dowd High School,52185
California Crosspoint High School,52191
School For Independent Learners,52209
Skyline High School,52238
Oakland Technical High School,52240
Oceanside High School,52249
Laurel Springs School,52256
Ojai Valley School,52262
Thacher School,52265
Canyon High School,52267
Lutheran High School Orange County,52269
St Michael's College Preparatory School,52273
El Modena High School,52276
Miramonte High School,52282
Pacific Grove High School,52310
Palmdale High School,52315
Palm Desert High School,52319
Palm Springs High School,52320
Palisades Charter High School,52327
Henry M Gunn High School,52347
Palo Alto Senior High School,52350
Palos Verdes High School,52358
Paramount High School,52365
Pacifica High School,52379
Pasadena High School,52401
Polytechnic School,52402
Westridge School,52420
Casa Grande High School,52448
Petaluma High School,52460
Piedmont High School,52462
Pittsburg High School,52475
Valencia High School,52480
El Dorado High School,52485
Knight High School,52491
Amador Valley High School,52495
Foothill High School,52497
Damien High School,52502
City of Knowledge,52518
Woodside Priory School,52527
Poway High School,52533
Rancho Bernardo High School,52536
Rancho Cucamonga High School,52546
Santa Margarita Catholic High School,52563
Martin Luther King High School,52567
Red Bluff High School,52575
Enterprise High School,52580
Shasta High School,52585
Redlands High School,52590
Redondo Union High School,52600
Rocklin High School,52609
El Rancho High School,52655
Poly High School,52665
Ramona High School,52670
Rancho Cotate High School,52678
Chadwick School,52680
Palos Verdes Peninsula High School,52683
Maranatha High School,52686
Roseville High School,52690
Glen A Wilson High School,52694
John A Rowland High School,52696
Christian Brothers High School,52697
Saint Francis High School,52698
Jesuit High School,52714
Sacramento Country Day School,52733
North Salinas High School,52746
Salinas High School,52755
West Shores High School,52759
Sir Francis Drake High School,52770
Redlands Christian School,52774
San Clemente High School,52814
Academy of Our Lady of Peace,52820
Scripps Ranch High School,52834
Francis Parker School,52843
Mt Carmel High School,52862
Patrick Henry High School,52867
Saint Augustine High School,52880
Morse High School,52881
University City High School,52887
Southwest High School,52892
Bishop Alemany High School,52898
San Fernando High School,52905
Abraham Lincoln High School,52910
Balboa High School,52916
Convent Of Sacred Heart High School,52935
Cambridge International Preparatory School,52937
Galileo Academy of Science and Technology,52945
George Washington High School,52950
Lowell High School,52970
Mercy High School,52975
Jewish Community High School of the Bay,52984
Westview High School,52986
Los Osos High School,52987
Raoul Wallenberg Traditional High School,52999
Sacred Heart Cathedral Preparatory,53005
Saint Ignatius College Preparatory School,53010
High Bluff Academy,53036
San Francisco Christian School,53038
San Francisco University High School,53039
Don Bosco Technical Institute,53053
Gabrielino High School,53062
Abraham Lincoln High School,53075
Archbishop Mitty High School,53078
Bellarmine College Preparatory,53080
Branham High School,53082
Independence High School,53087
Leland High School,53091
Leigh High School,53092
Mount Pleasant High School,53094
Notre Dame High School,53095
Pioneer High School,53096
Presentation High School,53097
Oak Grove High School,53099
Silver Creek High School,53100
Westmont High School,53103
Willow Glen High School,53105
Santa Teresa High School,53106
Saint Margaret's Episcopal School,53112
Yerba Buena High School,53113
San Leandro High School,53120
Arroyo High School,53125
The Harker School,53142
San Luis Obispo High School,53145
Tesoro High School,53149
San Marino High School,53158
Aragon High School,53163
Hillsdale High School,53165
Evergreen Valley High School,53169
Kehillah Jewish High School,53173
San Mateo High School,53175
Junipero Serra High School,53180
San Pedro High School,53195
JSerra Catholic High School,53197
Valley International Academy,53206
Marin Catholic High School,53215
Dougherty Valley High School,53218
California High School,53229
Terra Linda High School,53231
Foothill High School,53234
Valley High School,53243
Dos Pueblos High School,53252
Merit Academy Education of Excellence,53269
Pacific Collegiate School,53270
Santa Barbara Senior High School,53275
Adrian C Wilcox High School,53276
Santa Clara High School,53280
Santa Cruz High School,53297
Saint Monica Catholic High School,53310
Windward School,53323
Saugus High School,53336
Canyon High School,53341
Saratoga High School,53343
Prospect High School,53344
Analy High School,53345
Shafter High School,53360
Santa Susana High School,53372
Royal High School,53379
Simi Valley High School,53380
Soquel High School,53398
South Pasadena High School,53410
El Camino High School,53413
South San Francisco High School,53415
Lincoln High School,53430
Fremont High School,53460
Homestead High School,53462
Lynbrook High School,53463
Monta Vista High School,53466
Village Christian High School,53468
Developing Virtue Secondary School,53483
Temple City High School,53495
Templeton High School,53500
Thousand Oaks High School,53502
Westlake High School,53503
Bishop Montgomery High School,53512
South High School,53522
Vanden High School,53533
Chaparral High School,53539
Tahoe Truckee High School,53540
Verdugo Hills High School,53545
Soledad High School,53557
Turlock High School,53565
Tustin High School,53570
Upland High School,53586
Vaca High School,53595
Saint Patrick-Saint Vincent High School,53604
Valencia High School,53608
Birmingham Community High School,53615
Van Nuys High School,53635
John Pitman High School,53644
Buena High School,53647
Ventura High School,53655
Rancho Buena Vista High School,53668
Mount Whitney High School,53670
Walnut High School,53676
Las Lomas High School,53680
Southlands Christian High School,53681
Silverado High School,53682
Foothill Technology High School,53691
La Quinta High School,53737
West Covina High School,53738
Westminster High School,53739
River City High School,53740
Detoledo High School,53748
El Camino Real Charter High School,53801
Woodside High School,53808
Yucaipa High School,53820
Wilmer Amina Carter High School,53855
West Ranch High School,53864
Golden Valley High School,53871
Summit Preparatory Charter High School,53878
Great Oak High School,53880
Ann Sobrato High School,53906
Venture Academy,53941
Oakland Military Institute College Preparatory Academy,53972
Vistamar School,53973
Citrus Hill High School,53978
Wisdom Mission School,54014
Vaughn Next Century Learning Center,54015
New Designs Charter School,54025
Sierra Canyon School,54038
James Enochs High School,54043
Maranatha Christian Schools,54056
Eastside High School,54060
Olympian High School,54072
Eleanor Roosevelt High School,54078
Connections Academy at Capistrano,54092
Xavier College Preparatory High School,54103
South Sutter Charter School,54112
Stanford Online High School,54127
"Lydian Academy, LLC",54134
Central California Connections Academy,54139
Heritage High School,54141
Scout from University of California,54149
Patriot High School,54159
Tilden Preparatory School at School for Independent Learners,54164
Vista del Lago High School,54166
San Juan Hills High School,54181
Classical Academy High School,54194
Independence High School,54242
University Preparatory Academy,54245
Impact Academy of Arts and Technology,54255
Trinity Classical Academy,54284
Liberty Charter High School,54304
Yorba Linda High School,54321
Citrus Valley High School,54331
Shadow Hills High School,54345
Del Norte High School,54351
Christopher High School,54364
John C Kimball High School,54375
Felicitas and Gonzalo Mendez High School,54381
Riverside Virtual School,54407
Coliseum College Prep Academy,54412
Rancho Christian High School,54418
Pacific Academy - Irvine,54554
Grand Terrace High School,54606
Ofarrell Community Charter School,54629
Critical Design And Gaming School at A Hawkins High School,54632
Connections Academy - Ripon,54643
Academies of the Antelope Valley,54659
Hillcrest High School,54677
Meira Academy,54720
Legend College Preparatory,54732
Areteem Institute,54759
Western Center Academy,54764
Math And Science College Preparatory,54767
Madison Park Business & Arts Academy,54768
BASIS Independent Silicon Valley,54776
California Connections Academy - North Bay,54786
Mountain House High School,54813
Summit Public Schools Shasta,54815
Nava College Preparatory Academy,54826
Rancho Campana High School,54851
University Prep Value High School,54891
Northfield High School,60014
Alamosa High School,60025
Ralston Valley High School,60051
Arvada West High School,60057
Eaglecrest High School,60066
Platte Canyon High School,60075
Overland High School,60076
Rangeview High School,60077
Basalt High School,60080
Grandview High School,60081
Cherokee Trail High School,60086
Lotus School for Excellence,60089
Berthoud High School,60095
Boulder High School,60115
Fairview High School,60118
Monarch High School,60130
Jefferson Academy Secondary School,60161
Prospect Ridge Academy,60169
Castle View High School,60193
Canon City Senior High School,60200
Colorado Connections Academy at Durango,60219
Discovery Canyon Campus High School,60244
Dsst-College View High School,60255
Coronado High School,60273
Doherty High School,60296
Pine Creek High School,60316
Colorado Academy,60393
East High School,60400
George Washington High School,60413
Holy Family High School,60415
North High School,60428
Regis Jesuit High School: Boys Division,60435
South High School,60455
Durango High School,60475
Cherry Creek High School,60515
Kent Denver School,60530
Colorado Connections Academy At Mapleton,60541
Rocky Mountain High School,60588
Fort Collins High School,60590
Ridgeview Classical School,60598
J K Mullen High School,60600
Liberty Common High School,60607
Fruita Monument High School,60630
Glenwood Springs High School,60665
D'Evelyn Junior Senior High School,60671
Middle Park High School,60685
Grand Valley High School,60700
SkyView Academy,60739
STEM School Highlands Ranch,60741
Mountain Vista High School,60747
Rock Canyon High School,60748
Valor Christian High School,60749
Centaurus High School,60865
Dawson School,60867
Peak to Peak Charter School,60869
Green Mountain High School,60883
Lakewood High School,60885
Arapahoe High School,60928
Heritage High School,60929
Niwot High School,60937
Mountain View High School,60951
Thompson Valley High School,60952
Silver Creek High School,60953
Resurrection Christian School,60959
Mead High School,60962
Battle Mountain High School,61010
Lewis Palmer High School,61040
Bear Creek High School,61043
Olathe High School,61095
Chaparral High School,61152
Legend High School,61159
Pueblo County High School,61205
Steamboat Springs High School,61310
The Pinnacle Charter School,61354
Vail Mountain School,61384
Custer County High School,61435
Ansonia High School,70000
Avon High School,70008
Avon Old Farms School,70010
Woodland Regional High School,70014
Berlin High School,70020
Central High School,70055
Information Technology & Software Engineering High School,70073
Bristol Eastern High School,70076
Saint Paul Catholic High School,70082
Brookfield High School,70085
Cheshire High School,70100
Bacon Academy,70110
Danbury High School,70120
Immaculate High School,70125
Darien High School,70145
East Lyme High School,70177
Fairfield Warde High School,70186
Fairfield Ludlowe High School,70187
Miss Porter's School,70210
Glastonbury High School,70215
Brunswick School,70219
Convent of the Sacred Heart,70220
Greenwich Academy,70235
Greenwich High School,70240
Stanwich School,70249
Guilford High School,70255
Hamden Hall Country Day School,70258
Kent School,70330
The Hotchkiss School,70335
Lyman Memorial High School,70340
Daniel Hand High School,70370
Westover School,70395
Jonathan Law High School,70423
Joseph A Foran High School,70424
New Britain High School,70455
St Luke's School,70460
New Canaan High School,70465
Academy of Aerospace and Engineering,70471
New Fairfield High School,70476
Newington High School,70525
New Milford High School,70545
Newtown High School,70550
North Haven High School,70570
Norwalk High School,70580
Norwich Free Academy,70590
Stonington High School,70607
Joel Barlow High School,70638
Ridgefield High School,70640
Salisbury School,70655
Shelton High School,70665
Simsbury High School,70675
Westminster School,70680
Southington High School,70690
South Windsor High School,70700
King School,70720
Westhill High School,70751
Edwin O Smith High School,70754
Suffield High School,70760
Suffield Academy,70765
Marianapolis Preparatory School,70780
Enfield High School,70790
Torrington High School,70795
Trumbull High School,70800
Farmington High School,70805
Taft School,70880
Conard High School,70887
Kingswood-Oxford School,70890
Northwest Catholic High School,70896
Hall High School,70900
Weston High School,70913
Greens Farms Academy,70915
Wethersfield High School,70925
Wilton High School,70938
The Academy of Science and Innovation,70949
Amity Regional High School,70965
Nonnewaug High School,70970
Archmere Academy,80010
Delmar High School,80025
Lake Forest High School,80040
Cape Henlopen High School,80080
Middletown High School,80092
Appoquinimink High School,80094
Milford Senior High School,80100
MOT Charter School,80102
Newark High School,80115
Newark Charter Junior/Senior High School,80126
Design Thinking Academy,80127
Smyrna High School,80150
Alexis I Dupont High School,80155
Concord High School,80156
Charter School of Wilmington,80164
John Dickinson High School,80178
Salesianum School,80195
Conrad Schools Of Science,80228
Columbia Heights Education Center,90021
McKinley Technology High School,90044
Friendship Public Charter School: Collegiate Academy,90061
Georgetown Day High School,90081
Gonzaga College High School,90085
Howard D Woodson Senior High School,90086
National Cathedral School,90135
Saint Anselm's Abbey School,90155
Saint Albans School,90165
Saint John's College High School,90185
Woodrow Wilson High School,90230
Auburndale Senior High School,100055
International Baccalaureate School,100089
Olympic Heights Community High School,100122
Saint Andrew's School,100132
Spanish River Community High School,100136
Saint Stephens Episcopal School,100148
Katz Yeshiva High School,100168
Windermere High School,100180
West Nassau County High School,100202
Ida S Baker High School,100204
East Ridge High School,100247
North Broward Preparatory School,100249
Countryside High School,100264
Cooper City High School,100286
Coral Gables Senior High School,100289
Gulliver Preparatory School,100293
Coral Springs High School,100299
Atlantic Technical High School,100324
Crestview Senior High School,100325
Monarch High School,100328
William T McFatter Technical High School,100344
NSU University School,100347
Mainland High School,100355
Deerfield Beach High School,100380
Deland High School,100393
Atlantic Community High School,100420
American Heritage School Boca-Delray,100426
Lake Region High School,100436
Fernandina Beach High School,100460
Lake Brantley High School,100466
Cardinal Gibbons High School,100469
Saint Thomas Aquinas High School,100475
Western High School,100476
Hollywood Hills High School,100478
Westminster Academy,100492
Pine Crest School,100495
Nova High School,100496
Stranahan High School,100498
Bishop Verot High School,100508
F W Buchholz High School,100543
Clay High School,100585
Dunbar High School,100594
Hilliard Middle-Senior High School,100675
Citrus High School,100720
Bishop Kenny High School,100740
Bolles School,100745
Terry Parker High School,100758
Episcopal School of Jacksonville,100761
Mandarin High School,100769
Stanton College Preparatory School,100775
D U Fletcher High School,100800
Bartram Trail High School,100809
Jupiter Community Senior High School,100825
Keystone Heights Junior-Senior High School,100833
Mater Academy Charter High School,100838
Key West High School,100845
Lake Mary Preparatory School,100881
Lake Mary High School,100883
Mckeel Academy Of Technology,100896
Academy at the Lakes,100922
Lyman High School,100960
Doral Academy Charter High School,100978
Lake Howell High School,100986
Miami Lakes Educational Center,100991
Holy Trinity Episcopal Academy,101003
West Shore Junior-Senior High School,101009
Melbourne High School,101025
Miami Country Day School,101032
Christopher Columbus High School,101048
Palmer-Trinity School,101055
Belen Jesuit Preparatory School,101059
Ransom Everglades School,101095
South Miami Senior High School,101101
Maritime And Science Technical Academy,101161
Montverde Academy,101185
Community School-Naples,101206
Barron Collier High School,101207
Naples High School,101210
Lely High School,101212
Niceville High School,101232
Scheck Hillel Community School,101234
Benjamin School,101239
Monsignor Edward Pace High School,101271
St John's Country Day School,101275
Bishop Moore Catholic High School,101285
Edgewater High School,101290
Lake Highland Preparatory School,101294
Evans High School,101297
Oak Ridge High School,101298
University High School,101309
William R Boone High School,101310
First Academy,101316
Palatka High School,101330
Marjory Stoneman Douglas High School,101348
Bay High School,101355
A Crawford Mosley High School,101357
Rutherford High School,101361
Escambia High School,101371
Pensacola High School,101375
South Plantation High School,101413
American Heritage School Plantation,101422
Charles W Flanagan High School,101424
Blanche Ely High School,101430
Suncoast Community High School,101466
Lakewood Senior High School,101516
David Posnack Jewish Day School,101532
Gulf Coast High School,101540
Florida Virtual High School,101541
Saint Lucie West Centennial High School,101542
Pompano Beach Institute of International Studies,101550
Crooms Academy of Information Technology,101557
J W Mitchell High School,101560
Seminole High School,101565
Out of Door Academy,101579
Sarasota High School,101585
J R Arnold High School,101607
Miami Palmetto Senior High School,101623
Timber Creek High School,101641
Maclay School,101648
Lawton Chiles High School,101654
Olympia High School,101656
Berkeley Preparatory School,101686
Plant Senior High School,101700
Hillsborough High School,101705
King Senior High School,101717
Cambridge Christian School,101723
Robinson Senior High School,101728
Paul Wharton High School,101751
Walter L Sickles High School,101752
Middleton High School,101765
Sarasota Military Academy,101772
Venice High School,101780
South Walton High School,101791
Saint Edwards School,101793
West Florida High School of Advanced Technology,101797
Freedom High School,101801
Everglades High School,101807
Sagemont School,101814
Cypress Bay High School,101842
West Orange High School,101885
Trinity Preparatory School,101898
Winter Park High School,101902
Winter Springs High School,101905
Ocoee High School,101979
Hagerty High School,101981
Shorecrest Preparatory School,102026
Spoto High School,102059
Yulee High School,102060
Wiregrass Ranch High School,102067
Doral Performing Arts and Entertainment Academy,102069
Mater Lakes Academy High School,102126
Mater Performing Arts and Entertainment Academy,102152
Ponte Vedra High School,102180
Hialeah Gardens High School,102183
Steinbrenner High School,102192
East River High School,102196
Lake Nona High School,102199
TERRA Environmental Research Institute,102213
Archdiocese of Miami Virtual Catholic School,102244
Orlando Science High School,102293
Riviera Preparatory School,102386
Jose Marti MAST 6-12 Academy,102398
Hillsborough Virtual School,102410
Florida Virtual School Full-Time,102414
Seminole County Virtual School,102417
Seacoast Collegiate High School,102550
MAST at FIU Biscayne Bay Campus,102607
Pasco E-School,102630
Redeemer Christian School,102691
Virtual Schools of Excellence,102805
Score Academy Wellington,104450
North Cobb High School,110005
Alpharetta High School,110058
Milton High School,110060
Armuchee High School,110095
Clarke Central High School,110115
Ben Franklin Academy,110134
Chattahoochee High School,110146
Whitefield Academy,110169
Holy Innocents Episcopal School,110177
Lakeside High School,110184
Lovett School,110185
Marist School,110195
The Weber School,110196
Riverwood International High School,110216
Pace Academy,110217
Georgia Virtual School,110225
Saint Pius X Catholic High School,110226
The Westminster Schools,110256
Wesleyan School,110261
Academy of Richmond County,110275
Aquinas High School,110277
Augusta Preparatory Day School,110278
Westminster Schools of Augusta,110302
Atlanta Classical Academy Charter School,110304
North Oconee High School,110401
Bowdon High School,110415
Jackson County Comprehensive High School,110425
Brunswick High School,110473
Frederica Academy,110474
Glynn Academy,110475
North Gwinnett High School,110508
Sequoyah High School,110590
Creekview High School,110591
Carrollton High School,110603
Chamblee Charter High School,110650
Banneker High School,110794
Woodward Academy,110797
Brookstone School,110822
East Jackson Comprehensive High School,110846
Rockdale County High School,110860
Rockdale Career Academy,110864
Eastside High School,110898
Newton High School,110905
Forsyth Central High School,110920
North Forsyth High School,110921
South Forsyth High School,110922
Lambert High School,110927
West Forsyth High School,110929
Forsyth Virtual Academy,110931
Dacula High School,110950
North Paulding High School,110965
Dalton High School,110970
Denmark High School,111000
DeKalb High School of Technology - South,111050
Chapel Hill High School,111107
Gwinnett School of Mathematics Science and Technology,111140
Georgia Connections Academy,111141
Northview High School,111148
Duluth High School,111150
Dunwoody High School,111152
North Springs High School,111154
Lakeside High School,111257
Greenbrier High School,111258
Our Lady of Mercy Catholic High School,111269
Landmark Christian School,111273
Fayette County High School,111275
Starr's Mill High School,111277
Whitewater High School,111279
Chestatee High School,111371
North Hall High School,111395
South Effingham High School,111444
Grovetown High School,111528
Lovejoy High School,111552
Hart County High School,111580
Mill Creek High School,111653
Kennesaw Mountain High School,111739
Discovery High School,111798
Central Gwinnett High School,111805
Berkmar High School,111825
Pepperell High School,111835
Lithia Springs High School,111836
Lithonia High School,111845
Loganville High School,111850
Grayson High School,111852
Luella High School,111854
Johns Creek High School,111866
Arabia Mountain High School,111868
Stratford Academy,111961
Morgan County High School,111965
Lassiter High School,111983
Walker School,111986
Walton High School,111987
Pope High School,111998
Wheeler High School,112010
Baldwin High School,112094
Cambridge High School,112129
Piedmont Academy,112168
Mount Zion High School,112215
Greater Atlanta Christian School,112278
Meadowcreek High School,112279
Gwinnett Online Campus,112284
McIntosh High School,112360
Perry High School,112390
Hillgrove High School,112431
Darlington Middle Upper School,112585
Rome High School,112608
Blessed Trinity Catholic High School,112618
Centennial High School,112623
Roswell High School,112625
Fellowship Christian School,112627
Herchel V Jenkins High School,112682
Savannah Arts Academy,112696
Model High School,112725
Brookwood High School,112754
South Gwinnett High School,112755
Effingham County High School,112791
Woodland High School,112827
Community Christian School,112842
Lanier High School,112859
Collins Hill High School,112862
Peachtree Ridge High School,112866
Thomas County Central High School,112973
Tucker High School,113050
Sandy Creek High School,113052
Villa Rica High School,113130
Houston County High School,113151
Oconee County High School,113190
Apalachee High School,113268
Camden County High School,113285
River Ridge High School,113303
Etowah High School,113306
Woodstock High School,113309
Maui High School,120000
James Campbell High School,120003
Hawaii Baptist Academy,120030
Henry J Kaiser High School,120038
Kalani High School,120047
Moanalua High School,120076
Saint Francis School,120105
Kea'Au High School,120167
Kealakehe High School,120174
King Kekaulike High School,120218
Ridgevue High School,130001
Bishop Kelly High School,130041
Boise High School,130042
Borah High School,130043
Capital High School,130046
Timberline High School,130054
Centennial High School,130389
Harry D Jacobs High School,140027
Northwestern University - Center for Talent Development Gifted LearningLinks Online Program,140069
Antioch Community High School,140070
Argo Community High School,140090
John Hersey High School,140097
East Aurora High School,140170
Marmion Academy,140178
Waubonsie Valley High School,140184
West Aurora Senior High School,140185
