school_code,school_name
502037,Saint Francis High School
502080,Shawano Senior High School
502130,Slinger High School
502192,Pacelli Catholic High School
502195,Stevens Point Area High School
502242,Sun Prairie High School
502330,Verona Area High School
502350,High School of Health Sciences
502352,Kettle Moraine High School
502380,Watertown High School
502385,Catholic Memorial High School
502388,E-Achieve Academy
502389,Waukesha North High School
502390,Waukesha South High School
502395,Waunakee High School
502400,Waupaca High School
502417,Wausau West High School
502450,Nathan Hale High School
502470,West De Pere High School
502505,Dominican High School
502525,Whitewater High School
510035,Buffalo High School
510058,Kelly Walsh High School
510061,East High School
510340,Powell High School
510395,Sheridan High School
510425,Hot Springs County High School
992101,Center for Talented Youth at Johns Hopkins University
992320,Western Michigan University: Out Reach Program
994504,Canyons Technical Education Center
