school_code,school_name
242125,Rosemount High School
242202,Benilde-Saint Margaret's School
242215,Roseville Area High School
242217,Hill-Murray School
242245,Cretin-Derham Hall
242263,Irondale Senior High School
242316,Open World Learning Community
242320,Saint Thomas Academy
242327,Tartan Senior High School
242367,Burnsville Senior High School
242450,Stillwater Area Senior High School
242548,Holy Family Catholic High School
242650,Wayzata High School
242683,White Bear Lake Area High School - South Campus
242738,East Ridge High School
250150,Saint Stanislaus College
250250,Saint Martin High School
250326,Northwest Rankin High School
250873,Enterprise High School
252280,Pass Christian High School
252825,NorthStar Academy
260087,Fox C-6 High School
260128,Parkway West High School
260160,Belton High School
260240,Blue Springs High School
260241,Blue Springs South High School
260460,Camdenton R-III High School
260465,Cameron R-I High School
260591,Marquette High School
260593,Parkway Central High School
260640,Chaminade College Preparatory School
260645,Clayton High School
260650,John Burroughs School
260655,Mary Institute and Saint Louis Country Day School
260685,Clever R-V High School
260720,David H Hickman High School
260723,Columbia Area Career Center
260728,Columbia-Rock Bridge Senior High School
260733,Muriel Williams Battle High School
260734,Mizzou Academy University Of Missouri High School
260781,De Smet Jesuit High School
260782,Saint Louis Priory School
260948,Lafayette High School
261030,Fair Grove R-X High School
261083,Jefferson High School
261109,Hazelwood West High School
261504,Seckman Senior High School
261506,Windsor High School
261507,Fort Osage High School
261515,William Chrisman High School
261519,Center Place Restoration School
261559,Helias Catholic High School
261590,Thomas Jefferson Independent Day School
261605,Barstow School
261658,Staley High School
261667,Oak Park High School
261668,St Michael the Archangel Catholic High School
261685,Rockhurst High School
261700,Saint Teresa's Academy
261715,Pembroke Hill School
261733,Winnetonka High School
261775,Kirksville Senior High School
261800,Knob Noster High School
261848,Liberty High School
261901,Lees Summit North High School
261903,Lees Summit West High School
261967,Liberty North High School
261970,Liberty High School
262190,Mexico Senior High School
262350,Neosho Senior High School
262483,Fort Zumwalt North High School
262488,Fort Zumwalt West High School
262525,Ozark High School
262530,Pacific Senior High School
262545,Park Hill Senior High School
262575,Pattonville High School
262670,Poplar Bluff Senior High School
262765,Republic High School
262802,Park Hill South High School
262844,Francis Howell North High School
262845,Francis Howell High School
262850,Saint Charles High School
262851,Francis Howell Central High School
262918,Collegiate School of Medicine and Bioscience
262925,Visitation Academy
262970,Ladue Horton Watkins High School
262980,Lindbergh High School
263010,Principia Upper School
263025,Rosati-Kain High School
263055,Saint Joseph Academy
263065,Saint Louis University High School
263119,Carnahan High School of the Future
263132,Fort Zumwalt East High School
263137,Fort Zumwalt South High School
263165,Northeast Vernon County R1 High School
263180,Smith-Cotton High School
263295,Springfield Catholic High School
263445,University City High School
263537,Washington High School
263545,Waynesville High School
263573,Webster Groves High School
263591,Timberland High School
270087,Billings Central Catholic High School
280205,Bellevue East High School
280206,Bellevue West Senior High School
280240,Bennington Public High School
280955,Grand Island Senior High School
281303,Lincoln East High School
281309,Lincoln Southwest High School
281316,University of Nebraska High School
281318,Lincoln Southeast High School
281506,Millard North High School
281685,Duchesne Academy of the Sacred Heart
281705,Central High School
281708,Elkhorn South High School
281710,Creighton Preparatory School
281716,Burke High School
281718,Marian High School
281720,North High School
281723,Millard West High School
281760,South High School
281770,Westside High School
281771,V J and Angela Skutt Catholic High School
281925,Plattsmouth High School
281980,Ralston High School
282125,Seward High School
282200,Platteview High School
282490,Waverly High School
290030,Carlin Combined School
290041,Dayton High School
290045,Elko High School
290069,Coronado High School
290073,Foothill High School
290075,Douglas High School
290079,Advantages School International
290095,Bishop Gorman High School
290097,Ed W Clark High School
290098,Eldorado High School
290109,Faith Lutheran High School
290121,Cheyenne High School
290125,Moapa Valley High School
290134,Advanced Technologies Academy
290137,Pahrump Valley High School
290143,Robert McQueen High School
290144,Procter Hug High School
290145,Reno High School
290176,Sage Ridge School
290177,North Valleys High School
290179,Sierra Vista High School
290187,Damonte Ranch High School
290190,George Whittell High School
290191,Centennial High School
290194,Canyon Springs High School and The Leadership and Law Preparatory Academy
290200,Palo Verde High School
290204,Arbor View High School
290209,Shadow Ridge High School
290213,Southwest Career and Technical Academy
290216,Coral Academy of Science Las Vegas
290219,Desert Oasis High School
290220,Mojave High School
290225,Northwest Career and Technical Academy
290240,Nevada Connections Academy
290247,"Academy of Arts, Careers and Technology"
290249,Coral Academy Of Science High School
290270,Spanish Springs High School
300002,Founders Academy Public Charter School
300012,Souhegan High School
300015,Proctor Academy
300044,Bedford High School
300125,Kennett High School
300130,Pinkerton Academy
300188,Virtual Learning Academy Charter School
300245,Winnacunnet High School
300275,Hollis Brookline High School
300337,Campbell High School
300347,Londonderry High School
300355,Manchester Central High School
300400,Kimball Union Academy
300410,Milford High School
300418,Bishop Guertin High School
300430,Nashua High School North
300431,Nashua High School South
300466,Kearsarge Regional High School
300508,Timberlane Regional High School
300515,Holderness School
300521,Portsmouth Christian Academy
300550,Salem High School
300600,Waterville Valley Academy
300634,Windham High School
310001,Northern Highlands Regional High School
310005,North Hunterdon High School
310012,Winslow Township High School
310016,North Star Academy College Preparatory High School Lincoln Park
310023,Primoris Academy
310030,Atlantic City High School
310050,Ridge High School
310053,Passaic Academy For Science And Engineering
310060,Bayonne High School
310062,Barnegat High School
310073,Hillsborough High School
310075,Belleville High School
310076,Islamic Academy of Burlington County
310080,Saint Rose High School
310082,Wall High School
310084,Jose Marti STEM Academy
310086,STEM Innovation Academy Of The Oranges
310089,Diana C Lobosco STEM Academy
310090,Bergenfield High School
310093,Governor Livingston High School
310095,Bernards High School
310100,Gill Saint Bernard's School
310105,Blair Academy
310118,Bergen County Academies
310120,Bloomfield High School
310125,Bogota High School
310130,Boonton High School
310140,Bordentown Regional High School
310145,Bound Brook High School
310148,Brick Township Memorial High School
310158,Burlington Township High School
310165,Doane Academy
310180,Mount St Dominic Academy High School
310210,Lower Cape May Region High School
310215,Middle Township High School
310220,Carteret High School
310221,Arthur P Schalick High School
310223,Cherry Hill High School East
310224,Chatham High School
310228,Arthur L Johnson High School
310240,Cliffside Park High School
310245,Clifton High School
310249,Pioneer Academy of Science
310250,Collingswood High School
310251,Colonia High School
310252,Northern Burlington County Regional High School
310253,Colts Neck High School
310260,Cranford High School
310263,Cresskill High School
310264,Delran High School
310265,Northern Valley Regional High School at Demarest
310267,Hillel High School
310270,Dover High School
310272,Randolph High School
310280,Dunellen High School
310281,Morris County School of Technology
310283,East Brunswick High School
310296,Monmouth Regional High School
310297,Edison High School
310309,Acad-Sci Math Engineering Technical High School
310313,Bruriah High School for Girls
310315,Pingry School
310316,East Orange STEM Academy
310348,Emerson Junior-Senior High School
310355,Dwight Englewood School
310367,Manalapan High School
310370,Fair Lawn High School
310375,Howell High School
310378,Mount Olive High School
310380,Hunterdon Central Regional High School
310395,Fort Lee High School
310400,Wallkill Valley Regional High School
310402,Ramapo High School
310403,Delsea Regional High School
310405,Freehold High School
310407,Freehold Township High School
310410,Delaware Valley Regional High School
310415,Garfield High School
310417,Eastern Regional High School
310430,Glassboro High School
310433,Voorhees High School
310435,Glen Ridge High School
310438,Glen Rock High School
310460,Hackensack High School
310470,Haddonfield Memorial High School
310473,Paul VI High School
310501,Hanover Park High School
310505,Harrison High School
310510,Hasbrouck Heights High School
310514,Hawthorne Christian Academy
310515,Hawthorne High School
310518,Raritan High School
310524,Reenas Bais Yaakov
310525,Highland Park High School
310530,Hightstown High School
310535,Peddie School
310540,Pascack Valley High School
310545,Hillside High School
310555,Hoboken High School
310566,Holmdel High School
310581,John F Kennedy Memorial High School
310583,Jackson Memorial High School
310584,Monroe Township High School
310587,Jackson Liberty High School
310603,County Preparatory High School
310612,McNair Academic High School
310650,William Dickinson High School
310655,Kearny High School
310667,Kinnelon High School
310677,Lacey Township High School
310678,Brick Township High School
310690,Leonia High School
310693,Christian Brothers Academy
310694,High Technology High School
310698,Mainland Regional High School
310700,Passaic Valley High School
310704,Rae Kushner Yeshiva High School
310705,Livingston High School
310730,Lyndhurst High School
310740,Madison High School
310742,Mahwah High School
310743,Southern Regional 9-10 High School
310745,Manasquan High School
310752,Marlboro High School
310753,Bridgewater-Raritan Regional High School
310755,Matawan Regional High School
310758,Oakcrest High School
310759,Absegami High School
310761,Cherokee High School
310762,Lenape High School
310763,Shawnee High School
310780,Atlantic County Institute of Technology
310785,Metuchen High School
310787,John P Stevens High School
310790,Saint Joseph High School
310791,Middletown High School South
310792,Middlesex High School
310793,Middletown High School North
310794,Midland Park High School
310795,Millburn High School
310800,Millville Senior High School
310802,South Brunswick High School
310815,Montclair Kimberley Academy
310820,Montclair High School
310823,Pascack Hills High School
310825,Moorestown High School
310826,Montville Township High School
310830,Moorestown Friends School
310835,Delbarton School
310840,Morristown High School
310850,Villa Walsh Academy
310855,Mountain Lakes High School
310868,Clearview Regional High School
310895,East Side High School
310904,Biotechnology High School
310926,North Star Academy Washington Park High School
310932,Science Park High School
310933,Technology High School
310979,Franklin High School
310985,Rutgers Preparatory School
310986,Newark Collegiate Academy
310993,Torah Academy of Bergen County
310998,Piscataway Township High School
310999,New Providence High School
311002,Kittatinny Regional High School
311012,High Technical High School
311017,North Bergen High School
311019,North Brunswick Township High School
311025,Mount Saint Mary Academy
311029,Central Jersey College Prep Charter School
311039,Ocean Township High School
311041,Indian Hills High School
311043,Jefferson Township High School
311045,Ocean City High School
311051,Northern Valley Regional High School at Old Tappan
311052,Old Bridge High School
311053,Bergen Catholic High School
311069,Frisch School
311071,Paramus Catholic High School
311072,Immaculate Heart Academy
311073,Paramus High School
311078,Parsippany High School
311079,Parsippany Hills High School
311083,Bais Yaakov of Passaic High School
311108,Bais Yaakov Machon Ora
311120,Passaic County Technical Institute
311143,Paterson Charter School for Science and Technology
311162,Pemberton Township High School
311165,Hopewell Valley Central High School
311170,The Pennington School
311200,Phillipsburg High School
311212,Timothy Christian School
311215,Pitman High School
311230,Wardlaw-Hartridge School
311231,Watchung Hills Regional High School
311232,W Windsor-Plainsboro Hs-North
311242,Point Pleasant Borough High School
311245,Point Pleasant Beach High School
311250,Pompton Lakes High School
311255,Princeton High School
311260,Hun School-Princeton
311263,Princeton International School of Math and Science
311265,Princeton Day School
311277,W Windsor-Plainsboro Hs-South
311278,Stuart Country Day School Of The Sacred Heart
311290,Ramsey High School
311300,Red Bank Regional High School
311302,Saint Augustine Preparatory School
311310,Ridgewood High School
311316,Cinnaminson High School
311320,Morris Hills High School
311321,Morris Knolls High School
311326,Robbinsville High School
311330,Roselle Park High School
311335,Rumson Fairhaven Regional High School
311336,Ranney School
311340,Rutherford High School
311348,Saddle River Day School
311349,Secaucus High School
311355,Sayreville War Memorial High School
311359,Montgomery High School
311360,Scotch Plains-Fanwood High School
311364,Washington Township High School
311365,Somerville High School
311366,Camden County Technical School
311367,Immaculata High School
311377,Cherry Hill High School West
311381,Union County Academy For Information Technology
311390,Seton Hall Preparatory School
311400,South Plainfield High School
311407,Pope John XXIII Regional High School
311408,Sparta High School
311410,Jonathan Dayton High School
311412,Spotswood High School
311415,Roxbury High School
311420,Summit High School
311425,Kent Place School
311430,Oak Knoll School of the Holy Child
311435,Oratory Preparatory School
311440,High Point Regional High School
311450,Teaneck High School
311455,Tenafly High School
311457,Toms River High School East
311458,Toms River High School North
311463,Donovan Catholic High School
311474,Seneca High School
311475,Trenton Central High School
311480,Ewing High School
311483,Steinert High School - East
311484,Nottingham High School - North
311485,Hamilton High School West
311487,Lawrence High School
311510,Union High School
311550,Verona High School
311555,Vineland High School South
311570,Warren Hills Regional High School
311573,Wayne Valley High School
311574,Wayne Hills High School
311575,Weehawken High School
311578,James Caldwell High School
311579,West Essex Senior High School
311581,Egg Harbor Township High School
311585,Westfield High School
311590,Shore Regional High School
311593,West Milford Township High School
311613,West Orange High School
311614,Whippany Park High School
311615,Westwood Regional High School
311616,Morris Catholic High School
311622,Williamstown High School
311625,Woodbridge High School
311630,Middlesex County Academy for Allied Health and Biomedical Sciences
311633,Gateway Regional High School
311638,West Deptford High School
311640,Wood-Ridge High School
311645,Woodstown High School
320003,Albuquerque Academy
320020,Highland High School
320038,La Cueva High School
320040,Albuquerque High School
320072,Cobre High School
320160,Pecos Connections Academy
320252,Piedra Vista High School
320370,Las Cruces High School
320383,Centennial High School
320405,Los Alamos High School
320570,Santa Teresa High School
320592,The Academy For Technology And The Classics
320608,New Mexico Connections Academy
320630,Santa Fe High School
320675,Taos High School
320692,Newcomb High School
330035,Albany Academies
330185,Andover Central School
330210,Ardsley High School
330225,Byram Hills High School
330295,Baldwin High School
330300,Charles W Baker High School
330345,Bayport-Blue Point High School
330348,Bay Ridge Prep Upper School
330350,Bay Shore High School
330355,Bayside High School
330357,Benjamin Cardozo High School
330383,John F Kennedy High School
330385,Wellington C Mepham High School
330390,Bellport Senior High School
330449,Connetquot High School
330476,New Visions Charter High School For Advanced Math & Science
330482,Mott Hall V School
330489,Uncommon Charter High School
330497,Eagle Academy for Young Men
330500,Brewster High School
330505,Briarcliff High School
330520,Broadalbin-Perth High School
330525,Brockport High School
330533,Herbert H Lehman High School
330538,University Heights High School
330540,Bronxville High School
330561,Al Noor School
330630,Brooklyn Technical High School
330647,Bronx Academy of Letters
330668,South Bronx Preparatory
330672,Digital Arts & Cinema Technology High School
330686,Edward R Murrow High School
330713,Franklin D Roosevelt High School
330718,Brooklyn Amity School
330743,High School of Telecommunication Arts and Technology
330745,James Madison High School
330746,John Dewey High School
330752,Leon M Goldstein High School for Sciences
330757,Magen David Yeshivah High School
330759,Medgar Evers College Preparatory School
330775,Midwood High School
330785,New Utrecht High School
330795,Poly PrepCountry Day School
330833,Saint Edmund Preparatory High School
330878,Science Skills Center High School as Water's Edge
330925,Yeshivah of Flatbush
330957,It Takes a Village Academy
330990,Buffalo Seminary
331056,Academy for Conservation and the Environment
331075,Nardin Academy High School
331080,Nichols School
331086,Academy of Innovative Technology High School
331093,New Visions Charter High Advanced Math & Science II
331095,St Joseph Collegiate Institute
331134,Laboratory School of Finance and Technology Middle School/High School 223
331140,Burnt Hills-Ballston Lake High School
331143,Bronx Academy For Software Engineering
331148,Energy Tech High School
331156,Leadership Academy For Young Men
331158,Dr Richard Izquierdo Health and Science Charter School
331159,Uncommon Preparatory Charter High School
331182,MDQ Academy
331186,Rochester Prep High School
331197,BASIS Independent Brooklyn
331199,Special Music School
331281,Centereach High School
331283,Newfield High School
331285,Center Moriches High School
331290,Central Islip High School
331370,Chittenango Senior High School
331375,Churchville-Chili Senior High School
331378,Cicero-North Syracuse High School
331437,Cold Spring Harbor Junior-Senior High School
331453,Commack High School
331478,Longwood Senior High School
331520,Storm King School
331540,Coxsackie Athens High School
331550,Croton-Harmon High School
331595,Bethlehem Central High School
331615,Jamesville-Dewitt High School
331627,Half Hollow Hills High School W
331635,The Masters School
331700,East Hampton High School
331705,East Islip High School
331715,East Meadow High School
331740,Ward Melville High School
331750,East Syracuse Minoa Central High School
331845,Shenendehowa High School
331850,Union Endicott High School
331870,Fairport High School
331880,Farmingdale High School
331884,Sachem High School East
331885,Hebrew Academy of the Five Towns and Rockaway
331895,Fayetteville-Manlius High School
331917,Veritas Academy
331926,Francis Lewis High School
331929,John Bowne High School
331934,Townsend Harris High School
331935,Forest Hills High School
331952,Queens Metropolitan High School
331986,Valley Stream North High School
332040,Garden City High School
332101,Long Island Lutheran Middle and High School
332102,North Shore High School
332170,Jl Miller-Great Neck North High School
332172,Great Neck South High School
332176,North Shore Hebrew Academy High School
332182,Harborfields High School
332210,Guilderland High School
332225,Frontier Senior High School
332230,Hamburg High School
332325,Hempstead High School
332360,George W Hewlett High School
332365,Hicksville Senior High School
332369,Schechter School of Long Island
332395,Hilton High School
332458,John Jay  High School
332489,Elwood-John Glenn High School
332490,Huntington High School
332493,Half Hollow Hills High School East
332495,Walt Whitman High School
332500,Franklin D Roosevelt High School
332505,Central Valley Academy
332520,Irvington High School
332525,Islip High School
332535,Ithaca High School
332542,Monsignor McClancy Memorial High School
332543,Archbishop Molloy High School
332549,Queens High School For the Sciences at York College
332556,Hillside Arts and Letters Academy
332569,Queens Collegiate: A College Board School
332575,Mary Louis Academy
332579,Queens Gateway Health and Sciences Secondary School
332628,Jericho Senior High School
332645,John Jay High School
332695,Kings Park High School
332705,Kingston High School
332762,Sachem High School North
332765,Lancaster High School
332770,Saint Mary's High School
332777,Davis Renov Stahler Yeshiva High School for Boys
332779,Rambam Mesivta
332780,Lawrence High School
332785,New Lebanon Junior Senior High School
332802,General Douglas MacArthur High School
332825,Lindenhurst Senior High School
332850,Liverpool High School
332872,Starpoint High School
332880,Friends Academy
332882,Locust Valley High School
332911,Young Women's Leadership School of Astoria
332935,Lynbrook Senior High School
332958,Ruben A Cirillo High School
332995,Mamaroneck High School
333000,Rye Neck High School
333010,Manhasset Secondary School
333022,Manhattan High School for Girls
333060,Massapequa High School
333068,William Floyd High School
333085,Chautauqua Lake Central School
333093,Patchogue-Medford High School
333098,Sanford H Calhoun High School
333100,Mexico High School
333155,Mineola High School
333200,Monticello High School
333245,Fox Lane High School
333252,Mount Sinai High School
333310,Newburgh Free Acad-Main Campus
333325,Clarkstown North High School
333345,New Hartford Senior High School
333346,Herricks Senior High School
333355,New Paltz High School
333366,New Rochelle High School
333385,The Ursuline School
333388,Shaker High School
333404,Democracy Preparatory Charter High School
333428,Academy For Software Engineering
333461,Birch Wathen Lenox School
333480,Bronx High School of Science
333490,Browning School
333570,Columbia Grammar and Preparatory School
333605,The Dwight School
333645,Friends Seminary
333691,High School for Math Science and Engineering at City College of New York
333700,Horace Mann School
333705,Hunter College High School
333749,Gregorio Luperon High School
333778,Murray Hill Academy
333783,Manhattan Bridges High School
333814,Urban Assembly Gateway School For Technology
333836,KIPP NYC College Prep High School
333870,Notre Dame School
333900,Ramaz School: Upper School
334070,Stuyvesant High School
334073,Talent Unlimited High School
334144,Yeshiva University Hs-Girls
334145,Xavier High School
334148,Marsha Stern Talmudical Academy
334155,New York Mills Junior-Senior High School
334193,North Babylon High School
334205,Northport High School
334220,Sleepy Hollow High School
334255,Nyack Senior High School
334270,School 7 Oceanside High School
334293,Wheatley School
334325,Orchard Park High School
334340,Ossining High School
334385,Oyster Bay High School
334392,John Adams High School
334440,Trinity-Pawling School
334490,Peru High School
334515,Tappan Zee High School
334525,Stissing Mountain Middle High School
334529,Pittsford Mendon High School
334530,Pittsford Sutherland High School
334532,Plainview-Old Bethpage John F Kennedy High School
334552,Plattsburgh Senior High School
334560,Pleasantville High School
334577,Blind Brook High School
334585,Earl L Vandermeulen High School
334587,Comsewogue High School
334605,Paul D Schreiber Senior High School
334620,Arlington High School
334632,Spackenkill High School
334651,Putnam Valley High School
334732,Queens Academy
334750,Riverhead High School
334751,SAR High School
334768,Franklin Upper School
334775,Brighton High School
334785,Allendale Columbia School
334810,Irondequoit High School
334821,Joseph C Wilson Magnet High School Commencement Academy
334830,McQuaid Jesuit High School
334835,School of the Arts
334859,World of Inquiry School 58
334873,The Scholars' Academy
334895,Rome Free Academy
334898,Tech Valley High School
334920,Roslyn High School
334965,Rye Country Day School-Upper School
334970,Rye High School
334985,Pierson Middle High School
335001,Smithtown High School East
335020,Salamanca High School
335045,Saratoga Springs High School
335075,Sayville High School
335085,Edgemont High School
335110,Niskayuna High School
335150,Scotia-Glenville High School
335162,Seaford High School
335187,Lakeland Senior High School
335215,Saint Anthony's High School
335221,Smithtown High School West
335265,South Glens Falls Senior High School
335302,Excelsior Preparatory High School
335305,Spencerport High School
335343,Moore Catholic High School
335352,Monsignor Farrell High School
335355,New Dorp High School
335365,Port Richmond High School
335400,Staten Island Academy
335405,Tottenville High School
335435,Suffern High School
335443,Syosset High School
335540,Hackley School
335563,Westlake High School
335630,Eastchester High School
335666,Hanc High School
335707,Valhalla Middle High School
335710,Valley Stream Central High School
335730,Vestal Senior High School
335735,Victor Senior High School
335765,Wantagh High School
335790,Warwick Valley High School
335853,Webster Schroeder High School
335859,Webster Thomas High School
335870,Wellsville High School
335877,W Tresper Clarke High School
335885,Westhampton Beach High School
335900,West Islip High School
335913,Clarkstown South High School
335940,Archbishop Stepinac High School
335955,White Plains High School
335960,Whitesboro High School
335981,Christian Central Academy
335982,Williamsville South High School
335983,Williamsville High School North
335984,Williamsville East High School
335995,Windham-Ashland-Jewett Central School
336085,Yorktown High School
340009,Martin L Nesbitt Jr Discovery Academy
340012,Henderson Collegiate High School
340085,Apex High School
340088,Apex Friendship High School
340093,Eno River Academy
340095,Christ School
340110,Southwestern Randolph High School
340112,A C Reynolds High School
340120,Asheville School
340140,Asheville High School
340233,South Iredell High School
340298,West Johnston High School
340302,Cox Mill High School
340320,South Johnston High School
340420,Watauga High School
340505,Southern Alamance High School
340508,Hugh M Cummings High School
340520,Walter M Williams High School
340600,Cary High School
340603,Panther Creek High School
340604,Triangle Math And Science Academy
340645,Chapel Hill High School
340649,Woods Charter School
340663,Charlotte Latin School
340665,Charlotte Catholic High School
340666,Charlotte Country Day School
340667,Charlotte Christian School
340670,Harding University High School
340673,Independence High School
340680,Myers Park High School
340687,Providence Day School
340688,Providence High School
340700,West Charlotte High School
340705,West Mecklenburg High School
340715,Cherryville High School
340716,Phillip O Berry Academy Of Technical
340732,Mallard Creek High School
340735,Ardrey Kell High School
340879,Cannon School
340913,University Christian High School
340918,William Amos Hough High School
340971,Davidson Day School
340980,East Lincoln High School
341049,Durham Academy Upper School
341065,School For Creative Studies
341180,Western Alamance High School
341304,North Carolina Virtual Public School
341305,E E Smith High School
341323,Jack Britt High School
341415,Fuquay-Varina Senior High School
341441,KIPP GCP Pride High School
341597,Greensboro Day School
341603,Northern Guilford High School
341640,D H Conley High School
341650,Junius H Rose High School
341675,Western Guilford High School
341804,Thomas Jefferson Classical Academy
341825,St Stephens High School
341851,Southwest Guilford High School
341853,Westchester Country Day School
341871,Cedar Ridge High School
341875,Orange High School
341915,South Caldwell High School
341920,Hopewell High School
341924,Porter Ridge High School
341955,Ragsdale High School
342130,North Lenoir High School
342325,Lincolnton High School
342329,North Lincoln High School
342335,West Lincoln High School
342435,Lumberton High School
342528,Marvin Ridge High School
342531,David Butler High School
342535,East Mecklenburg High School
342575,Eastern Alamance High School
342620,Millbrook High School
342640,Rocky River High School
342650,Central Academy of Technology and Arts
342691,Lake Norman High School
342698,Pine Lake Preparatory
342709,Green Hope High School
342779,Millennium Charter Academy
342905,Fred T Foard High School
342973,North Iredell High School
343103,South Mecklenburg High School
343196,Athens Drive High School
343202,Grace Christian School
343205,Cardinal Gibbons High School
343210,Enloe Magnet High School
343225,Needham B Broughton High School
343233,Ravenscroft School
343235,Saint Mary's School
343236,Saint David's School
343239,Southeast Raleigh High School
343244,Wakefield High School
343289,Research Triangle High School
343670,Pinecrest High School
343797,West Iredell High School
344064,Jimmy C Draughn High School
344347,Cape Fear Academy
344348,John T Hoggard High School
344353,Eugene Ashley High School
344407,Winston-Salem Career Center
344463,Bishop McGuinness Catholic High School
350158,Bismarck High School
350159,Century High School
350161,Legacy High School
350564,North Dakota Center for Distance Education
350565,South High School
350568,Fargo North High School
350985,Kindred High School
351130,Mandan High School
351840,West Fargo Sheyenne High School
351880,Williston High School
360008,John Marshall School of Information Technology
360037,Lincoln West School of Global Studies
360185,Antwerp High School
360245,Athens High School
360270,Aurora High School
360280,Avon High School
360285,Avon Lake High School
360345,Bay High School
360385,Bellbrook High School
360435,Berea-Midpark High School
360525,Sycamore High School
360577,The CinDay Academy
360750,Canfield High School
360765,Central Catholic High School
360855,Chagrin Falls High School
360860,Kenston High School
360910,West Geauga High School
360945,Anderson High School
360954,Cincinnati Christian Schools
360955,Cincinnati Country Day School
360990,Elder High School
361005,Seven Hills School
361030,Archbishop McNicholas High School
361033,Archbishop Moeller High School
361058,Oak Hills High School
361080,Roger Bacon High School
361110,Saint Xavier High School
361120,Summit Country Day School
361121,Turpin High School
361130,Walnut Hills High School
361156,Wyoming High School
361193,Beachwood High School
361260,Hathaway Brown School
361262,Hawken School
361325,Mayfield High School
361329,North Royalton High School
361332,Orange High School
361350,Saint Ignatius High School
361395,Shaker Heights High School
361415,University School
361505,Bexley High School
361508,Bishop Hartley High School
361510,Bishop Watterson High School
361525,Columbus Academy
361595,St Charles Preparatory School
361630,Upper Arlington High School
361770,Cuyahoga Falls High School
361794,Carroll High School
361829,KIPP Columbus High School
361837,Olentangy Berlin High School
361862,Great River Connections Academy
361870,Wayne High School
361910,Olentangy High School
361985,Chippewa Junior Senior High School
361995,Dublin Coffman High School
361997,Dublin Scioto High School
362190,Franklin High School
362270,Gilmour Academy
362355,Indian Valley High School
362463,D Russel Lee Career Center
362535,Lake Middle High School
362570,Hilliard Davidson High School
362650,Hudson High School
362800,Kings High School
362965,Lima Central Catholic High School
363010,Cloverleaf High School
363025,London High School
363085,Loveland High School
363190,Maple Heights Senior High School
363205,Mariemont High School
363235,Pleasant High School
363275,William Mason High School
363280,Jackson High School
363300,Maumee Valley Country Day School
363360,Medina High School
363375,Mentor High School
363408,Lakota East High School
363430,Milford High School
363630,New Albany High School
363825,Hoover High School
363835,Nordonia High School
363855,North Olmsted High School
363875,Norwalk High School
363940,Olmsted Falls High School
364018,Padua Franciscan High School
364025,Watkins Memorial High School
364085,Perry High School
364160,Pickerington High School Central
364450,Rocky River High School
364560,Salem High School
364568,Perkins High School
364682,Sidney High School
364700,Solon High School
364770,Springboro High School
364855,Strongsville High School
364905,Big Walnut High School
364930,Sylvania Northview High School
364931,Sylvania Southview High School
365002,Horizon Science Academy - Cleveland
365013,Pickerington High School North
365053,Saint Francis De Sales High School
365054,Saint John's Jesuit High School
365071,Lawrence School
365076,Dublin Jerome High School
365092,Saint Martin De Porres High School
365125,Twinsburg High School
365140,Green High School
365198,Hilliard Bradley High School
365219,Olentangy Orange High School
365229,Cleveland School of Science and Medicine
365284,Akron Stem High School
365315,Howland High School
365390,Wellington Senior High School
365417,Lakota West High School
365430,Westerville South High School
365507,Worthington Kilbourne High School
365535,Wickliffe Senior High School
365570,Kirtland High School
365579,Cornerstone Christian Academy
365630,Wooster High School
365647,Thomas Worthington High School
365769,Ohio Connections Academy - Mason
370001,Wes Watkins Technical Center
370003,Ada High School
370026,KIPP Tulsa University Prep High School
370228,Kiamichi Technology Center-Atoka
370265,Bartlesville High School
370353,Blanchard High School
370475,Union High School
371185,Edmond Memorial High School
371186,Edmond North High School
371188,Edmond Santa Fe High School
371550,Grove High School
371871,Kiamichi Technology Center - Idabel
371905,Jenks High School
372060,Laverne High School
372066,Eisenhower Senior High School
372415,Moore High School
372500,Mustang High School
372530,Newcastle High School
372555,Norman High School
372557,Norman North High School
372635,Capitol Hill High School
372645,Bishop McGuinness High School
372661,Francis Tuttle Area Technology Center District 21
372669,Heritage Hall Upper School
372690,Putnam City High School
372695,Southeast High School
372697,Westmoore High School
372930,Poteau Senior High School
373628,Memorial Senior High School
373637,Tulsa Technology Center: Lemley Campus
380080,Valley Catholic High School
380095,Beaverton Academy Of Science And Engineering - REMOVE
380096,Summit High School
380101,Willamette Connections Academy
380104,Beaverton Academy Of Science And Engineering
380205,Corbett High School
380210,Corvallis High School
380224,Academy For Character Education
380383,Gaston High School
380425,Grants Pass High School
380480,Hood River Valley High School
380489,Liberty High School
380573,Lakeridge High School
380645,McMinnville High School
380656,South Medford High School
380740,Newberg Senior High School
380795,Lake Oswego High School
380848,Centennial High School
380897,Jesuit High School
380902,Madison High School at Marshall Campus
380920,Saint Marys Academy
380973,Redmond Proficiency Academy
381025,North Salem High School
381056,West Salem High School
381069,Oregon Charter Academy
381085,Sherwood High School
381250,West Linn High School
381258,Wilsonville High School
390000,Abington High School
390016,Reach Cyber Charter School
390020,William Allen High School
390038,Louis E Dieruff High School
390039,Salisbury High School
390045,Hampton High School
390055,Altoona Area Senior High School
390065,Wissahickon High School
390070,Ambridge Area High School
390072,Global Vision Christian School
390080,Annville Cleona High School
390100,Valley View High School
390105,Lower Merion High School
390175,Avella Area Junior-Senior High School
