School Code,School Name,School Address,City,Zip,State
70435,Robert E Fitch Senior High School,101 Groton Long Point Road,Groton,06340,CT
70445,E C Goodwin Technical High School,735 Slater Rd.,New Britain,06053,CT
70465,New Canaan High School,11 Farm Rd.,New Canaan,06840,CT
70471,Academy of Aerospace and Engineering,1101 Kennedy Road,Windsor,06095,CT
70474,Common Ground High School,358 Springside Ave.,New Haven,06515,CT
70488,Hill Regional Career Magnet High School,140 Legion Ave.,New Haven,06519,CT
70490,Hopkins School,,,,CT
70495,James Hillhouse High School,480 Sherman Parkway,New Haven,06511,CT
70520,Wilbur Cross High School,181 Mitchell Dr.,New Haven,06511,CT
70522,Emmanuel Christian Academy,,,,CT
70525,Newington High School,605 Willard Ave.,Newington,06111,CT
70550,Newtown High School,12 Berkshire Rd.,Sandy Hook,06482,CT
70570,North Haven High School,221 Elm Street,North Haven,06473,CT
70599,Montville High School,800 Old Colchester Rd.,Oakdale,06370,CT
70607,Stonington High School,176 South Broad St.,Pawcatuck,06379,CT
70610,Plainville High School,47 Robert Holcomb Way,Plainville,06062,CT
70620,Portland High School,95 High Street,Portland,06480,CT
70638,Joel Barlow High School,100 Black Rock Tpke.,Redding,06896,CT
70643,Ellington High School,37 Maple St.,Ellington,06029,CT
70655,Salisbury School,,,,CT
70675,Simsbury High School,34 Farms Village Rd.,Simsbury,06070,CT
70690,Southington High School,720 Pleasant Street,Southington,06489,CT
70700,South Windsor High School,161 Nevers Rd.,South Windsor,06074,CT
70707,Academy of Information Technology and Engineering (AITE),411 High Ridge Road,Stamford,06905,CT
70720,King School,,,,CT
70728,Links Academy,,,,CT
70729,The Spire School,,,,CT
70750,Stamford High School,55 Strawberry Hill Ave.,Stamford,06902,CT
70751,Westhill High School,125 Roxbury Rd.,Stamford,06902,CT
70753,Masuk High School,1014 Monroe Tpke.,Monroe,06468,CT
70755,Stratford High School,45 North Parade,Stratford,06615,CT
70756,Bunnell High School,1 Bulldog Blvd.,Stratford,06614,CT
70775,Thomaston High School,185 Branch Rd.,Thomaston,06787,CT
70780,Marianapolis Preparatory School,,,,CT
70790,Enfield High School,1264 Enfield St.,Enfield,06082,CT
70800,Trumbull High School,72 Strobel Rd.,Trumbull,06611,CT
70855,W F Kaynor Technical High School,43 Tompkins St.,Waterbury,06708,CT
70882,Watertown High School,324 French St.,Watertown,06795,CT
70887,Conard High School,110 Beechwood Rd.,West Hartford,06107,CT
70900,Hall High School,975 North Main St.,West Hartford,06117,CT
70910,West Haven High School,One McDonough Plaza,West Haven,06516,CT
70920,Staples High School,70 North Ave.,Westport,06880,CT
70925,Wethersfield High School,411 Wolcott Hill Rd.,Wethersfield,06109,CT
70949,The Academy of Science and Innovation,600 Slater Road,New Britain,06053,CT
70965,Amity Regional High School,25 Newton Rd.,Woodbridge,06525,CT
80002,Caravel Academy,,,,DE
80005,Caesar Rodney High School,239 Old North Road,Camden,19934,DE
80006,First State Military Academy,,,,DE
80053,Sussex Academy,,,,DE
80080,Cape Henlopen High School,1250 Kings Highway,Lewes,19958,DE
80092,Middletown High School,120 Silver Lake Road,Middletown,19709,DE
80094,Appoquinimink High School,1080 Bunker Hill Road,Middletown,19709,DE
80100,Milford Senior High School,1019 North Walnut Street,Milford,19963,DE
80102,MOT Charter School,,,,DE
80115,Newark High School,750 East Delaware Avenue,Newark,19711,DE
80125,William Penn High School,713 East Basin Road,New Castle,19720,DE
80126,Newark Charter Junior/Senior High School,,,,DE
80127,Delaware Design Lab High School,,,,DE
80155,Alexis I Dupont High School,50 Hillside Road,Wilmington,19807,DE
80180,Mount Pleasant High School,5201 Washington Street Extensi,Wilmington,19809,DE
80190,Saint Elizabeth High School,,,,DE
80210,Ursuline Academy,,,,DE
80213,Wilmington Christian School,,,,DE
80228,Conrad Schools Of Science,201 Jackson Avenue,Wilmington,19804,DE
90005,Anacostia High School,1601 16th St  SE,Washington,20020,DC
90021,Columbia Heights Education Center,3101 16th St  NW,Washington,20010,DC
90044,McKinley Technology High School,151 T St NE,Washington,20002,DC
90056,Washington Leadership Academy,,,,DC
90075,Francis L Cardozo High School,1200 Clifton St NW,Washington,20009,DC
90086,Howard D Woodson Senior High School,540 55th St NE,Washington,20019,DC
90127,Model Secondary School for the Deaf,,,,DC
90184,KIPP DC: College Preparatory,1401 Brentwood Parkway NE,Washington,20002,DC
90230,Woodrow Wilson High School,3950 Chesapeake St  NW,Washington,20016,DC
100035,Apopka High School,555 W MARTIN ST,APOPKA,32712,FL
100046,Score Academy Boca Raton,,,,FL
100055,Auburndale Senior High School,1 BLOODHOUND TRL,AUBURNDALE,33823,FL
100060,Avon Park High School,700 E MAIN ST,AVON PARK,33825,FL
100118,Boca Raton Christian High School,,,,FL
