School Code,School Name,School Address,City,Zip,State
392140,Hempfield High School,200 Stanley Ave,Landisville,17538,PA
392145,Neshaminy High School,2001 Old Lincoln Hwy,Langhorne,19047,PA
392155,North Penn High School,,,,PA
392160,Penn Wood High School,100 Green Avenue,Lansdowne,19050,PA
392170,Greater Latrobe Senior High School,,,,PA
392215,Schuylkill Valley High School,929 Lakeshore Dr,Leesport,19533,PA
392220,Quaker Valley High School,625 Beaver St,Leetsdale,15056,PA
392370,The Phelps School,,,,PA
392375,Villa Maria Academy,,,,PA
392380,Northeastern Senior High School,300 High St,Manchester,17345,PA
392415,Mars Area High School,520 Route 228,Mars,16046,PA
392575,Merion Mercy Academy,,,,PA
392655,Penn Manor High School,East Cottage Avenue,Millersville,17551,PA
392705,Ringgold High School,1 Ram Drive,Monongahela,15063,PA
392765,North Pocono High School,97 Bochicchio Blvd,Covington Twp,18444,PA
392782,Kohelet Yeshiva High School,,,,PA
392835,Franklin Regional Senior High School,3200 School Rd,Murrysville,15668,PA
392840,Eastern Lebanon County High School,180 Elco Dr,Myerstown,17067,PA
392865,Manheim Township High School,School Road,Lancaster,17601,PA
392970,Blue Ridge High School,5058 School Road,New Milford,18834,PA
393075,West Allegheny Senior High School,205 W Allegheny Rd,Imperial,15126,PA
393100,Oley Valley High School,17 Jefferson St,Oley,19547,PA
393125,Parkland High School,2700 N Cedar Crest Blvd,Allentown,18104,PA
393190,Perkiomen School,,,,PA
393195,Pennridge High School,1228 North Fifth Street,Perkasie,18944,PA
393242,Academy at Palumbo,1100 Catharine St,Philadelphia,19147,PA
393300,Episcopal Academy,,,,PA
393390,Mount Saint Joseph Academy,,,,PA
393397,Agora Cyber Charter School,590 North Gulph Road,King of Prussia,19406,PA
393480,Saint Joseph's Preparatory School,,,,PA
393524,Swenson Arts And Technology High School,2750 Red Lion Road,Philadelphia,19114,PA
393560,William Penn Charter School,,,,PA
393580,Phoenixville Area High School,1200 Gay St,Phoenixville,19460,PA
393620,Fox Chapel Area High School,611 Field Club Rd,Pittsburgh,15238,PA
393645,Brentwood Middle-High School,3601 Brownsville Rd,Pittsburgh,15227,PA
393648,Pittsburgh Brashear High School,590 Crane Ave,Pittsburgh,15216,PA
393650,Pittsburgh Carrick High School,125 Parkfield St,Pittsburgh,15210,PA
393658,Chartiers Valley High School,50 Thoms Run Rd,Bridgeville,15017,PA
393659,Woodland Hills High School,2550 Greensburg Pike,Pittsburgh,15221,PA
393680,Keystone Oaks High School,1000 Kelton Ave,Pittsburgh,15216,PA
393695,The Ellis School,,,,PA
393745,North Allegheny Senior High School,10375 Perry Hwy,Wexford,15090,PA
393750,Cardinal Wuerl North Catholic High School,,,,PA
393768,Pittsburgh Creative and Performing Arts 6-12,111 9th St,Pittsburgh,15222,PA
393772,Plum Senior High School,900 Elicker Rd,Plum,15239,PA
393908,Seton-La Salle High School,,,,PA
393925,Pittsburgh Allderdice High School,2409 Shady Ave,Pittsburgh,15217,PA
394060,Port Allegany Junior-Senior High School,20 Oak St,Port Allegany,16743,PA
394080,Hill School,,,,PA
394085,Owen J Roberts High School,981 Ridge Rd,Pottstown,19465,PA
394120,Quakertown Community Senior High School,600 Park Ave,Quakertown,18951,PA
394145,Exeter Township Senior High School,201 E 37th St,Reading,19606,PA
394325,Elk County Catholic High School,,,,PA
394368,Knoch High School,345 Knoch Rd,Saxonburg,16056,PA
394525,Sharpsville Area Senior High School,301 Blue Devil Way,Sharpsville,16150,PA
394580,Forest Hills High School,,,,PA
394625,Somerset Area Senior High School,645 South Columbia Ave,Somerset,15501,PA
394685,State College Area High School,653 Westerly Pkwy,State College,16801,PA
394703,Pottsgrove High School,1345 Kauffman Rd,Pottstown,19464,PA
394905,Grier School,,,,PA
394992,Central Bucks High School South,,,,PA
395015,Strath Haven High School,205 S Providence Rd,Wallingford,19086,PA
395060,Trinity High School,231 Park Ave,Washington,15301,PA
395163,Collegium Charter School,535 James Hance Court,Exton,19341,PA
395164,West Chester East High School,450 Ellis Ln,West Chester,19380,PA
395167,West Chester Bayard Rustin High School,1100 Shiloh Road,West Chester,19382,PA
395170,B Reed Henderson High School,400 Montgomery Ave,West Chester,19380,PA
395190,Wilson High School,2601 Grandview Boulevard,West Lawn,19609,PA
395325,South Williamsport Junior-Senior High School,700 Percy St,South Williamsport,17702,PA
395410,Wyomissing Area High School,630 Evans Ave,Wyomissing,19610,PA
395430,Central York High School,601 Mundis Mill Rd,York,17406,PA
395447,York County School of Technology,2179 South Queen Street,York,17402,PA
395465,Seneca Valley Senior High School,128 Seneca School Rd,Harmony,16037,PA
400005,Block Island School,High Street,Block Island,02807,RI
400031,Blackstone Valley Prep High School,291 Broad St.,Cumberland,02864,RI
400036,Cranston High School West,80 Metropolitan Avenue,Cranston,02920,RI
400040,East Greenwich High School,300 Avenger Drive,East Greenwich,02818,RI
400053,Smithfield High School,90 Pleasant View Avenue,Smithfield,02917,RI
400063,Middletown High School,130 Valley Road,Middletown,02842,RI
400064,Narragansett High School,245 South Pier Road,Narragansett,02882,RI
400088,North Kingstown Senior High School,150 Fairway Drive,North Kingstown,02852,RI
400093,Ponaganset High School,137 Anan Wade Road,North Scituate,02857,RI
400095,Scituate High School,94 Trimtown Road,North Scituate,02857,RI
400125,Charles E Shea Senior High School,485 East Avenue,Pawtucket,02860,RI
400128,Portsmouth High School,120 Education Lane,Portsmouth,02871,RI
400150,Classical High School,770 Westminster Street,Providence,02903,RI
400160,La Salle Academy,,,,RI
400180,Moses Brown School,,,,RI
400185,Mount Pleasant High School,434 Mt. Pleasant Avenue,Providence,02908,RI
400215,Saint Mary Academy - Bay View,,,,RI
400230,South Kingstown High School,215 Columbia Street,Wakefield,02879,RI
400237,Toll Gate High School,575 Centerville Road,Warwick,02886,RI
400238,Bishop Hendricken High School,,,,RI
400252,Exeter West Greenwich Senior High School,930 Nooseneck Hill Road,West Greenwich,02817,RI
400255,Westerly High School,23 Ward Avenue,Westerly,02891,RI
400265,West Warwick High School,1 Webster Knight Drive,West Warwick,02893,RI
400270,Chariho Regional High School,453 Switch Road,Wood River Junction,02894,RI
400287,North Smithfield High School,412 Greenville Road,North Smithfield,02896,RI
400295,Woonsocket Senior High School,777 Cass Avenue,Woonsocket,02895,RI
410025,Aiken High School,M,Aiken,29801,SC
410026,South Aiken High School,M,Aiken,29803,SC
410210,Blythewood High School,M,Blythewood,29016,SC
410211,Westwood High School,M,Blythewood,29016,SC
410345,D W Daniel High School,M,Central,29630,SC
410353,Spring Hill High School,M,Chapin,29036,SC
410356,Academic Magnet High School,M,North Charleston,29405,SC
410360,Ashley Hall,,,,SC
410418,Charleston Charter School of Math and Science,M,Charleston,29403,SC
410420,West Ashley High School,M,Charleston,29414,SC
410428,R B Stall High School,M,North Charleston,29418,SC
410485,Clover High School,M,Clover,29710,SC
410543,Ridge View High School,M,Columbia,29229,SC
410635,Denmark-Olar High School,M,Denmark,29042,SC
410685,Easley High School,M,Easley,29642,SC
410765,Fort Mill High School,M,Fort Mill,29715,SC
410830,Goose Creek High School,M,Goose Creek,29445,SC
410899,James L Mann High School,M,Greenville,29607,SC
410935,Greenwood High School,M,Greenwood,29649,SC
410936,Emerald High School,M,Greenwood,29646,SC
410940,Blue Ridge High School,M,Greer,29651,SC
410950,Greer High School,M,Greer,29651,SC
411001,Royal Live Oaks Academy of the Arts and Sciences,,,,SC
411070,Lower Richland High School,M,Hopkins,29061,SC
411085,Chapman High School,1420 Compton Bridge Road,Inman,29349,SC
411190,North Central High School,M,Kershaw,29067,SC
411275,Laurens District 55 High School,M,Laurens,29360,SC
411445,Wando High School,M,Mt. Pleasant,29466,SC
411469,Academy Of Arts Science And Technical,,,,SC
411520,North Augusta High School,M,North Augusta,29841,SC
411527,Fort Dorchester High School,M,North Charleston,29420,SC
411538,Palmetto Scholars Academy,M,North Charleston,29405,SC
411550,Orangeburg Wilkinson High School,M,Orangeburg,29118,SC
411620,Pendleton High School,7324 Highway 187,Pendleton,29625,SC
411738,Dorchester Academy,,,,SC
411790,Saluda High School,M,Saluda,29138,SC
411842,Dorman High School,M,Roebuck,29376,SC
411849,Oakbrook Preparatory School,,,,SC
411852,Spartanburg High School,,,,SC
411891,Clarendon Hall,,,,SC
421185,Washington High School,501 N Sycamore Ave,Sioux Falls,57110,SD
430070,Bartlett High School,5688 Woodlawn AV,Bartlett,38134,TN
430095,Webb School,,,,TN
430162,Brentwood High School,5304  Murray  LA,Brentwood,37027,TN
430163,Brentwood Academy,,,,TN
430168,Ravenwood High School,1724 Wilson PK,Brentwood,37027,TN
430225,Camden Central High School,115  Schools  DR,Camden,38320,TN
430275,Baylor School,,,,TN
430276,Boyd-Buchanan School,,,,TN
430410,Collierville High School,1101 N Byhalia RD,Collierville,38017,TN
430440,Cookeville High School,2335 North Washington AV,Cookeville,38501,TN
430452,Cordova High School,1800 Berryhill RD,Cordova,38016,TN
430500,Cumberland County High School,660  Stanley  ST,Crossville,38555,TN
430525,Jefferson County High School,115  W  Dumplin Valley RD,Dandridge,37725,TN
430701,Centennial High School,5050  Mallory  LA,Franklin,37067,TN
430702,Comenius School,,,,TN
430758,Houston High School,9755 Wolf River BL,Germantown,38139,TN
430890,Hendersonville High School,123  Cherokee  RD,Hendersonville,37075,TN
430900,Hixson High School,5705 Middle  Valley RD,Hixson,37343,TN
431015,Daniel Boone High School,1440  Suncrest  DR,Gray,37615,TN
431098,South-Doyle High School,2020 Tipton  Station RD,Knoxville,37920,TN
431102,Hardin Valley Academy,11345 Hardin Valley RD,Knoxville,37932,TN
431116,Knoxville Christian School,,,,TN
431118,L & N STEM Academy,401 Henley ST,Knoxville,37902,TN
431175,Lebanon High School,500 Blue Devil BL,Lebanon,37087,TN
431231,Chattanooga Christian School,,,,TN
431251,East Hickman High School,7700 Highway 7,Lyles,37098,TN
431253,Goodpasture Christian School,,,,TN
431306,William Blount High School,219  County  Farm RD,Maryville,37801,TN
431390,Central High School,306 South Bellevue,Memphis,38104,TN
431405,East High School,3206  Poplar  AV,Memphis,38111,TN
431461,Ridgeway High School,2009  Ridgeway,Memphis,38119,TN
431510,White Station High School,514 South Perkins RD,Memphis,38117,TN
431590,West Greene High School,275  West  Greene DR,Mosheim,37818,TN
431609,Central Magnet School,701 East Main ST,Murfreesboro,37130,TN
431635,Christ Presbyterian Academy,,,,TN
431645,Republic High School,,,,TN
431665,Father Ryan High School,,,,TN
431683,Hillwood Comprehensive High School,400  Davidson  RD,Nashville,37205,TN
431690,Hume-Fogg Academic High School,700  Broadway,Nashville,37203,TN
431710,Montgomery Bell Academy,,,,TN
431711,Martin Luther King Jr Magnet High School for Health Science and Engineering,613 17th Avenue North,Nashville,37203,TN
431743,Stratford STEM Magnet High School,1800  Stratford  AV,Nashville,37216,TN
431765,Dyer County High School,1000 West Main ST,Newbern,38059,TN
431800,Oak Ridge High School,1450 Oak Ridge Turnpike,Oak Ridge,37830,TN
431830,Ooltewah High School,6123  Mt  View RD,Ooltewah,37363,TN
431845,Henry County High School,,,,TN
432140,Soddy-Daisy High School,618 Sequoyah- Access RD,Soddy Daisy,37379,TN
440027,Veterans Memorial High School,,,,TX
440047,Cypress Park High School,,,,TX
440065,Aledo High School,1000 BAILEY RANCH RD,ALEDO,76008,TX
440070,IDEA Toros College Prep,,,,TX
440076,Alief Hasting Senior High School,4410 COOK RD,HOUSTON,77072,TX
440078,Elsik High School,12601 HIGH STAR,HOUSTON,77072,TX
440081,IDEA Academy - South Flores,,,,TX
440101,Harmony Science Academy - North Austin,1421 WELLS BRANCH PKWY W,PFLUGERVILLE,78660,TX
440125,Amarillo High School,4225 DANBURY,AMARILLO,79109,TX
440148,Tascosa High School,3921 WESTLAWN,AMARILLO,79102,TX
440155,Klein Cain High School,,,,TX
440164,Weiss High School,,,,TX
440179,Harlan High School,,,,TX
440180,Angleton High School,1 CAMPUS DR,ANGLETON,77515,TX
440236,James Martin High School,4501 W PLEASANT RDG RD,ARLINGTON,76016,TX
440242,Sam Houston High School,2000 SAM HOUSTON DR,ARLINGTON,76014,TX
440243,James Bowie High School,2101 HIGHBANK DR,ARLINGTON,76018,TX
440259,Juan Seguin High School,7001 SILO,ARLINGTON,76002,TX
440260,Aspermont High School,528 E SEVENTH ST,ASPERMONT,79502,TX
440263,Mansfield Timberview High School,7700 S WATSON RD,ARLINGTON,76002,TX
440303,McNeil High School,5720 MCNEIL DR,AUSTIN,78729,TX
440305,John B Connally High School,13212 N LAMAR,AUSTIN,78753,TX
440306,Lyndon B Johnson High School,7309 LAZY CREEK DR,AUSTIN,78724,TX
440311,Lake Travis High School,3324 RANCH RD 620 S,AUSTIN,78738,TX
440313,Saint Michael's Catholic Academy,,,,TX
440320,Stephen F Austin High School,1715 W CESAR CHAVEZ,AUSTIN,78703,TX
440324,Westlake High School,4100 WESTBANK DR,AUSTIN,78746,TX
440326,Westwood High School,12400 MELLOW MEADOW DR,AUSTIN,78750,TX
440336,Hill Country Christian School,,,,TX
440349,Akins High School,10701 S 1ST ST,AUSTIN,78748,TX
440362,Saint Dominic Savio Catholic High School,,,,TX
440363,Vandegrift High School,9500 MCNEIL DR,AUSTIN,78750,TX
440364,KIPP Austin Collegiate,8509 FM 969 BLDG 513 C,AUSTIN,78724,TX
440393,IDEA: Allan College Preparatory,,,,TX
440410,Bandera High School,474 OLD SAN ANTONIO HWY,BANDERA,78003,TX
440484,Chinquapin Preparatory School,,,,TX
440557,Bellaire Senior High School,5100 MAPLE,BELLAIRE,77401,TX
440561,Episcopal High School,,,,TX
440580,Belton High School,600 LAKE RD,BELTON,76513,TX
440904,Harmony School of Innovation - Brownsville,,,,TX
440945,Allen Academy,,,,TX
441045,Calallen High School,4001 WILDCAT DR,CORPUS CHRISTI,78410,TX
441112,Northwest Early College High School,6701 S DESERT BLVD BUILDING,EL PASO,79932,TX
441113,Canutillo High School,6675 S DESERT BLVD,EL PASO,79932,TX
441140,R L Turner High School,1600 JOSEY LN,CARROLLTON,75006,TX
441143,Newman Smith High School,2335 N JOSEY LN,CARROLLTON,75006,TX
441144,Creekview High School,3201 OLD DENTON RD,CARROLLTON,75007,TX
441174,Cedar Park High School,2150 CYPRESS CREEK RD,CEDAR PARK,78613,TX
441176,Vista Ridge High School,200 S VISTA RDG,CEDAR PARK,78613,TX
441408,Colleyville Heritage High School,5401 HERITAGE AVE,COLLEYVILLE,76034,TX
441411,Faith Christian School,,,,TX
441470,Conroe High School,3200 W DAVIS ST,CONROE,77304,TX
441471,The Woodlands High School,6101 RESEARCH FOREST DR,THE WOODLANDS,77381,TX
441472,Judson High School,9142 FM 78,CONVERSE,78109,TX
441473,Oak Ridge High School,27330 OAK RDG SCHOOL RD,CONROE,77385,TX
441509,Richard King High School,5225 GOLLIHAR RD,CORPUS CHRISTI,78412,TX
441632,Crosby High School,14703 F M 2100,CROSBY,77532,TX
441660,Cuero High School,920 E BROADWAY,CUERO,77954,TX
441689,Cypress Ranch High School,10700 FRY RD,CYPRESS,77433,TX
441690,Cy-Fair Senior High School,22602 HEMPSTEAD HWY,CYPRESS,77429,TX
441721,Townview Magnet Hs-Bus And Mngmnt,1201 E EIGHTH ST,DALLAS,75203,TX
441729,David W Carter High School,1819 W WHEATLAND RD,DALLAS,75232,TX
441734,Episcopal School of Dallas,,,,TX
441735,Greenhill School,,,,TX
441759,L G Pinkston High School,2200 DENNISON ST,DALLAS,75212,TX
441805,Saint Mark's School of Texas,,,,TX
441811,Townview Magnet Hs-Sci And Engineering,1201 E EIGHTH ST,DALLAS,75203,TX
441812,Skyline High School,7777 FORNEY RD,DALLAS,75227,TX
441814,Townview Magnet Hs-Talent And Gift,1201 E EIGHTH ST,DALLAS,75203,TX
441828,W T White High School,4505 RIDGESIDE DR,DALLAS,75244,TX
441849,Trinidad Garza Early College High School at Mountain View College,4849 ILLINOIS AVE STE W53A,DALLAS,75211,TX
441854,Emmett J Conrad High School,7502 FAIR OAKS AVE,DALLAS,75231,TX
441875,Deer Park High Sch-S Campus,710 W SAN AUGUSTINE,DEER PARK,77536,TX
441888,John Leslie Patton Junior Academic Center,3313 S BECKLEY AVE,DALLAS,75224,TX
441930,Denison Senior High School,4200 N STATE HWY 91,DENISON,75020,TX
441962,Canterbury Episcopal School,,,,TX
441967,Desoto High School,600 EAGLE DR,DESOTO,75115,TX
442045,Donna High School,1/2 MILE E WOOD AVE,DONNA,78537,TX
442148,Edinburg North High School,3101 N CLOSNER,EDINBURG,78539,TX
442149,South Texas Business Education and Technology Academy,510 S SUGAR RD,EDINBURG,78539,TX
442192,Harmony Science Academy - El Paso,9405 BETEL DR,EL PASO,79907,TX
442194,Americas High School,12101 PELLICANO,EL PASO,79936,TX
442208,Captain John L Chapin High School,7000 DYER ST,EL PASO,79904,TX
442238,Parkland High School,5932 QUAIL AVE,EL PASO,79924,TX
442247,Socorro High School,10150 ALAMEDA AVE,EL PASO,79927,TX
442277,Eastlake High School,13000 EMERALD PASS,EL PASO,79928,TX
442278,ITec Preparatory Academy,,,,TX
442368,Parish Episcopal School,,,,TX
442400,Ferris High School,1002 E 8TH ST,FERRIS,75125,TX
442501,South Hills High School,6101 MCCART,FORT WORTH,76133,TX
442503,Bethesda Christian School,,,,TX
442510,Haltom High School,5501 N HALTOM RD,HALTOM CITY,76137,TX
442517,Fort Worth Christian School,,,,TX
442545,North Side High School,2211 MCKINLEY AVE,FORT WORTH,76164,TX
442549,Nolan Catholic High School,,,,TX
442558,Richland High School,5201 HOLIDAY LN E,NORTH RICHLAND HILLS,76180,TX
442560,Robert L Paschal High School,3001 FOREST PARK BLVD,FORT WORTH,76110,TX
442565,Southwest High School,4100 ALTAMESA BLVD,FORT WORTH,76133,TX
442594,Chisholm Trail High School,4800 EDUCATION DR,FORT WORTH,76179,TX
442611,V R Eaton High School,1350 EAGLE DR,FORT WORTH,76052,TX
442620,Freer High School,905 S NORTON,FREER,78357,TX
442624,Clear Brook High School,4607 FM 2351,FRIENDSWOOD,77546,TX
442625,Friendswood High School,702 GREENBRIAR DR,FRIENDSWOOD,77546,TX
442690,Ball High School,4115 AVE O,GALVESTON,77550,TX
442731,Garland High School,310 S GARLAND AVE,GARLAND,75040,TX
442732,North Garland High School,2109 W BUCKINGHAM RD,GARLAND,75042,TX
442733,South Garland High School,600 COLONEL DR,GARLAND,75043,TX
442736,Naaman Forest High School,4843 NAAMAN FOREST BLVD,GARLAND,75040,TX
442741,International Leadership Of Texas - Garland High School,4413 N SHILOH RD,GARLAND,75044,TX
442885,Goodrich High School,234  KATIE SIMPSON ST,GOODRICH,77335,TX
442917,North Central Texas Academy,,,,TX
442963,Carroll Senior High School,,,,TX
442965,Grapevine Senior High School,3223 MUSTANG DR,GRAPEVINE,76051,TX
443124,Harlingen High School South,1701 DIXIELAND RD,HARLINGEN,78552,TX
443191,Rockwall Heath High School,801 LAURENCE DR,HEATH,75032,TX
443199,Sandra Day O'Connor High School,12221 LESLIE RD,HELOTES,78023,TX
443292,YES Prep Public Schools - Gulfton Campus,6565 DE MOSS DR,HOUSTON,77074,TX
443302,Cypress Woods High School,16825 SPRING CYPRESS RD,CYPRESS,77429,TX
443346,Cypress Falls High School,9811 HUFFMEISTER RD,HOUSTON,77095,TX
443358,Cypress Creek High School,9815 GRANT RD,HOUSTON,77070,TX
443360,Charles H Milby High School,7414 ST LO RD,HOUSTON,77033,TX
443361,Clear Lake High School,2929 BAY AREA BLVD,HOUSTON,77058,TX
443363,Duchesne Academy of the Sacred Heart,,,,TX
443372,Kerr High School,8150 SUGARLAND HOWELL,HOUSTON,77083,TX
443374,J Frank Dobie High School,10220 BLACKHAWK,HOUSTON,77089,TX
443375,Jack Yates High School,3703 SAMPSON ST,HOUSTON,77004,TX
443380,Northside High School,1101 QUITMAN,HOUSTON,77009,TX
443383,Strake Jesuit College Preparatory,,,,TX
443394,Klein Forest High School,11400 MISTY VLY,HOUSTON,77066,TX
443402,Memorial Senior High School,935 ECHO LN,HOUSTON,77024,TX
443405,Mirabeau B Lamar Senior High School,3325 WESTHEIMER RD,HOUSTON,77098,TX
443409,Houston Christian High School,,,,TX
443414,Northland Christian School,,,,TX
443418,Margaret Long Wisdom High School,6529 BEVERLY HILL LN,HOUSTON,77057,TX
443419,Ross Shaw Sterling Aviation High School,11625 MARTINDALE RD,HOUSTON,77048,TX
443424,Langham Creek High School,17610 FM 529,HOUSTON,77095,TX
443426,Mayde Creek High School,19202 GROSCHKE RD,HOUSTON,77084,TX
443437,Sam Houston Math Science and Technology Center,9400 IRVINGTON,HOUSTON,77076,TX
443443,Sharpstown High School,7504 BISSONNET ST,HOUSTON,77074,TX
443450,Stephen F Austin High School,1700 DUMBLE,HOUSTON,77023,TX
443454,Westbury Senior High School,11911 CHIMNEY ROCK,HOUSTON,77035,TX
443459,Westbury Christian High School,,,,TX
443509,Cinco Ranch High School,23440 CINCO RANCH BLVD,KATY,77494,TX
443510,Hutto High School,101 FM 685,HUTTO,78634,TX
443511,Eastwood Academy,1315 DUMBLE,HOUSTON,77023,TX
443518,Raul Yzaguirre School for Success,2950 BROADWAY ST,HOUSTON,77017,TX
443522,Westside High School,14201 BRIAR FOREST,HOUSTON,77077,TX
443539,Emery Weiner School,,,,TX
443541,Carnegie Vanguard High School,1501 TAFT,HOUSTON,77019,TX
443546,Harmony Science Academy-Houston High,9431 W SAM HOUSTON PKWY S,HOUSTON,77099,TX
443550,Iraan High School,100 S FARR ST,IRAAN,79744,TX
443560,Irving High School,900 N OCONNOR RD,IRVING,75061,TX
443598,Harmony School of Advancement-Houston,3171 N SAM HOUSTON PKWY W,HOUSTON,77038,TX
443606,North Houston Early College High School,99 LYERLY ST,HOUSTON,77022,TX
443621,South Early College High School,7414 SAINT LO,HOUSTON,77033,TX
443637,Young Womens College Preparatory Academy,1906 CLEBURNE ST,HOUSTON,77004,TX
443638,Mickey Leland College Preparatory Academy for Young Men,1510 JENSEN DR,HOUSTON,77020,TX
443668,YES Prep Public Schools - Fifth Ward Campus,,,,TX
443715,Northwest High School,2301 TEXAN DR,JUSTIN,76247,TX
443735,Katy High School,6331 HWY BLVD,KATY,77494,TX
443736,James E Taylor High School,20700 KINGSLAND BLVD,KATY,77450,TX
443739,Morton Ranch High School,21000 FRANZ RD,KATY,77449,TX
443742,St John Xxiii Preparatory High School,,,,TX
443747,Cypress Lakes High School,5750 GREENHOUSE RD,KATY,77449,TX
443760,Energy Institute High School,,,,TX
443787,Kennedale High School,901 TREEPOINT DR,KENNEDALE,76060,TX
443923,Lehman High School,1700 LEHMAN RD,KYLE,78640,TX
443925,Jack C Hays High School,4800 JACK C HAYS TRL,BUDA,78610,TX
444010,Lancaster High School,200 E WINTERGREEN RD,LANCASTER,75134,TX
444042,J B Alexander High School,3600 E DEL MAR,LAREDO,78041,TX
444043,J W Nixon High School,2000 PLUM,LAREDO,78043,TX
444058,United High School,2811 UNITED AVE,LAREDO,78045,TX
444087,Clear Creek High School,2305 E MAIN ST,LEAGUE CITY,77573,TX
444095,Leander High School,3301 S BAGDAD RD,LEANDER,78641,TX
444097,Rouse High School,1222 RAIDER WAY,LEANDER,78641,TX
444350,Monterey High School,3211 47TH ST,LUBBOCK,79413,TX
444360,Lubbock High School,2004 19TH ST,LUBBOCK,79401,TX
444424,Magnolia West High School,42202 FM 1774,MAGNOLIA,77355,TX
444457,Mansfield Lake Ridge High School,101 N DAY MIAR RD,MANSFIELD,76063,TX
444458,Manor New Technology High School,10323 HWY 290E,MANOR,78653,TX
444459,Mansfield Legacy High School,1263 N MAIN,MANSFIELD,76063,TX
444460,Mansfield High School,3001 E BROAD ST,MANSFIELD,76063,TX
444461,Mansfield Summit High School,1071 W TURNER WARNELL,ARLINGTON,76001,TX
444466,Frontier High School,,,,TX
444595,McAllen High School,2021 LA VISTA AVE,MCALLEN,78501,TX
444596,McAllen Memorial High School,101 E HACKBERRY AVE,MCALLEN,78501,TX
444600,Lamar Academy,1009 N 10TH ST,MCALLEN,78501,TX
444620,McGregor High School,903 BLUEBONNET PKWY,MCGREGOR,76657,TX
444630,McKinney High School,1400 W WILSON CREEK PKWY,MCKINNEY,75069,TX
444632,McKinney North High School,2550 WILMETH RD,MCKINNEY,75070,TX
444633,McKinney Boyd High School,600 LK FOREST DR,MCKINNEY,75070,TX
444682,Science Academy of South Texas,900 MED HIGH DR,MERCEDES,78570,TX
444710,Mesquite High School,300 E DAVIS ST,MESQUITE,75149,TX
444712,North Mesquite High School,18201 LBJ FWY,MESQUITE,75150,TX
444731,Orion High School,,,,TX
444815,Mineral Wells High School,3801 RAM BLVD,MINERAL WELLS,76067,TX
444830,Mission High School,1802 W 18TH ST,MISSION,78572,TX
444836,Ridge Point High School,500 WATERS LAKE BLVD,MISSOURI CITY,77459,TX
444900,Mcmillen High School,,,,TX
444916,Byron Nelson High School,2775 BOBCAT BLVD,TROPHY CLUB,76262,TX
444917,Logos Preparatory Academy,,,,TX
444919,Brooks Academy of Science and Engineering,3803 LYSTER RD,SAN ANTONIO,78235,TX
444936,Harmony Science Academy - San Antonio,8505 LAKESIDE PKWY,SAN ANTONIO,78245,TX
444990,Paul H Pewitt High School,1216 US HWY 67 W,OMAHA,75571,TX
445055,New Braunfels Senior High School,2551 LOOP 337 N,NEW BRAUNFELS,78130,TX
445137,Birdville High School,9100 MID CITIES BLVD,NORTH RICHLAND HILLS,76180,TX
445138,E A Young Academy,,,,TX
445225,Olney High School,704 W GROVE,OLNEY,76374,TX
445410,Pearland High School,3775 S MAIN ST,PEARLAND,77581,TX
445412,Robert Turner Colege-Career High School,4717 BAILEY RD,PEARLAND,77584,TX
445414,Glenda Dawson High School,2050 CULLEN BLVD,PEARLAND,77581,TX
445499,Hendrickson High School,2905 FM 685,PFLUGERVILLE,78660,TX
445500,Pflugerville High School,1301 W PECAN ST,PFLUGERVILLE,78660,TX
445561,Shepton High School,,,,TX
445566,Clark High School,,,,TX
445567,Vines High School,,,,TX
445572,Jasper High School,,,,TX
445578,John Paul II High School,,,,TX
445625,Port Isabel High School,18001 HWY 100,PORT ISABEL,78578,TX
445644,Porter High School,22625 SANDY LN,PORTER,77365,TX
445715,Prosper High School,301 EAGLE DR,PROSPER,75078,TX
445840,Richardson High School,1250 W BELT LINE RD,RICHARDSON,75080,TX
445841,Lloyd V Berkner High School,1600 E SPRING VLY RD,RICHARDSON,75081,TX
445848,William B Travis High School,11111 HARLEM RD,RICHMOND,77406,TX
445856,Foster High School,4400 FM 723,RICHMOND,77406,TX
445862,George Ranch High School,8181 FM 762,RICHMOND,77469,TX
445935,Rockport-Fulton High School,1801 OMOHUNDRO,ROCKPORT,78382,TX
445952,Rockwall High School,901 YELLOWJACKET LN,ROCKWALL,75087,TX
446017,Rowlett High School,4700 KIRBY RD,ROWLETT,75088,TX
446025,Round Rock High School,201 DEEPWOOD DR,ROUND ROCK,78681,TX
446027,Cedar Ridge High School,2801 GATTIS SCHOOL RD,ROUND ROCK,78664,TX
446037,Stony Point High School,1801 TIGER TRAIL,ROUND ROCK,78664,TX
446050,Royse City High School,700 FM 2642,ROYSE CITY,75189,TX
446082,Sachse High School,3901 MILES RD,SACHSE,75048,TX
446084,W E Boswell High School,5805 W BAILEY BOSWELL RD,FORT WORTH,76179,TX
446087,Saginaw High School,800 N BLUE MOUND RD,SAGINAW,76131,TX
446093,Claudia Taylor Lady Bird Johnson High School,23203 BULVERDE RD,SAN ANTONIO,78259,TX
446115,Central High School,655 CADDO,SAN ANGELO,76901,TX
446144,International School Of Americas,1400 JACKSON KELLER RD,SAN ANTONIO,78213,TX
446148,Health Careers High School,4646 HAMILTON WOLFE,SAN ANTONIO,78229,TX
446154,James Madison High School,5005 STAHL RD,SAN ANTONIO,78247,TX
446156,John Jay High School,7611 MARBACH RD,SAN ANTONIO,78227,TX
