School ID,Course,Year,School Name,City,Zip/Postal Code,School District,State/Province
360007602492,Bootup Foundational Computer Science,2020,PS 134 HENRIETTA SZOLD,NEW YORK,10002,NEW YORK CITY GEOGRAPHIC DISTRICT # 1,NY 
360007602511,Bootup Foundational Computer Science,2020,PS 140 NATHAN STRAUS,NEW YORK,10002,NEW YORK CITY GEOGRAPHIC DISTRICT # 1,NY 
360007602515,Bootup Foundational Computer Science,2020,PS 142 AMALIA CASTRO,NEW YORK,10002,NEW YORK CITY GEOGRAPHIC DISTRICT # 1,NY 
360007603508,Bootup Foundational Computer Science,2020,PS 184 SHUANG WEN,NEW YORK,10002,NEW YORK CITY GEOGRAPHIC DISTRICT # 1,NY 
360007602104,Bootup Foundational Computer Science,2020,PS 20 ANNA SILVER,NEW YORK,10002,NEW YORK CITY GEOGRAPHIC DISTRICT # 1,NY 
360007602492,Bootup Foundational Computer Science,2020,PS 134 HENRIETTA SZOLD,New York,10002,NEW YORK CITY GEOGRAPHIC DISTRICT # 1,NY
360007604869,Bootup Foundational Computer Science,2020,PS 188 ISLAND SCHOOL (THE),New York,10002,NEW YORK CITY GEOGRAPHIC DISTRICT # 1,NY
360007605617,Bootup Foundational Computer Science,2020,CHILDREN'S WORKSHOP SCHOOL (THE),NEW YORK,10009,NEW YORK CITY GEOGRAPHIC DISTRICT # 1,NY 
360007605619,Bootup Foundational Computer Science,2020,EARTH SCHOOL,NEW YORK,10009,NEW YORK CITY GEOGRAPHIC DISTRICT # 1,NY 
360007605615,Bootup Foundational Computer Science,2020,EAST VILLAGE COMMUNITY SCHOOL (THE),NEW YORK,10009,NEW YORK CITY GEOGRAPHIC DISTRICT # 1,NY 
360007605618,Bootup Foundational Computer Science,2020,NEIGHBORHOOD SCHOOL,NEW YORK,10009,NEW YORK CITY GEOGRAPHIC DISTRICT # 1,NY 
360009902654,Bootup Foundational Computer Science,2020,PS 191 MAYFLOWER,FLORAL PARK,11001,NEW YORK CITY GEOGRAPHIC DISTRICT #26,NY 
360009902428,Bootup Foundational Computer Science,2020,JAMES J AMBROSE SCHOOL (THE),FLORAL PARK,11004,NEW YORK CITY GEOGRAPHIC DISTRICT #26,NY 
360012106288,Bootup Foundational Computer Science,2020,CHRISTOPHER AVENUE COMMUNITY SCHOOL,New York,11212,NEW YORK CITY GEOGRAPHIC DISTRICT #23,NY
360009902571,Bootup Foundational Computer Science,2020,PS 159,BAYSIDE,11361,NEW YORK CITY GEOGRAPHIC DISTRICT #26,NY 
360009902693,Bootup Foundational Computer Science,2020,PS 205 ALEXANDER GRAHAM BELL,BAYSIDE,11361,NEW YORK CITY GEOGRAPHIC DISTRICT #26,NY 
360009902145,Bootup Foundational Computer Science,2020,PS 31 BAYSIDE,BAYSIDE,11361,NEW YORK CITY GEOGRAPHIC DISTRICT #26,NY 
360009902183,Bootup Foundational Computer Science,2020,PS 41 CROCHERON,BAYSIDE,11361,NEW YORK CITY GEOGRAPHIC DISTRICT #26,NY 
360009902726,Bootup Foundational Computer Science,2020,PS 221 NORTH HILLS SCHOOL (THE),LITTLE NECK,11362,NEW YORK CITY GEOGRAPHIC DISTRICT #26,NY 
360009902358,Bootup Foundational Computer Science,2020,PS 94 DAVID D PORTER,LITTLE NECK,11363,NEW YORK CITY GEOGRAPHIC DISTRICT #26,NY 
360009902372,Bootup Foundational Computer Science,2020,PS 98 DOUGLASTON SCHOOL (THE),DOUGLASTON,11363,NEW YORK CITY GEOGRAPHIC DISTRICT #26,NY 
360009902687,Bootup Foundational Computer Science,2020,PS 203 OAKLAND GARDENS,BAYSIDE,11364,NEW YORK CITY GEOGRAPHIC DISTRICT #26,NY 
360009906626,Bootup Foundational Computer Science,2020,PS 376,FLUSHING,11364,NEW YORK CITY GEOGRAPHIC DISTRICT #26,NY 
360009902203,Bootup Foundational Computer Science,2020,PS 46 ALLEY POND,BAYSIDE,11364,NEW YORK CITY GEOGRAPHIC DISTRICT #26,NY 
360009902610,Bootup Foundational Computer Science,2020,PS 173 FRESH MEADOWS,FLUSHING,11365,NEW YORK CITY GEOGRAPHIC DISTRICT #26,NY 
360009902129,Bootup Foundational Computer Science,2020,PS 26 RUFUS KING,FLUSHING,11365,NEW YORK CITY GEOGRAPHIC DISTRICT #26,NY 
360009902716,Bootup Foundational Computer Science,2020,JHS 216 GEORGE J RYAN,FLUSHING,11365,NEW YORK CITY GEOGRAPHIC DISTRICT #26,NY 
360009902622,Bootup Foundational Computer Science,2020,PS/IS 178 HOLLISWOOD,JAMAICA,11423,NEW YORK CITY GEOGRAPHIC DISTRICT #26,NY 
360009902488,Bootup Foundational Computer Science,2020,PS 133,BELLEROSE,11426,NEW YORK CITY GEOGRAPHIC DISTRICT #26,NY 
360009902642,Bootup Foundational Computer Science,2020,PS 186 CASTLEWOOD,BELLEROSE,11426,NEW YORK CITY GEOGRAPHIC DISTRICT #26,NY 
360009905567,Bootup Foundational Computer Science,2020,PS/IS 266,BELLEROSE,11426,NEW YORK CITY GEOGRAPHIC DISTRICT #26,NY 
360009902099,Bootup Foundational Computer Science,2020,PS 18 WINCHESTER,QUEENS VILLAGE,11427,NEW YORK CITY GEOGRAPHIC DISTRICT #26,NY 
361923001752,Bootup Foundational Computer Science,2020,CORAM ELEMENTARY SCHOOL,CORAM,11727,LONGWOOD CENTRAL SCHOOL DISTRICT,NY 
361923004513,Bootup Foundational Computer Science,2020,LONGWOOD MIDDLE SCHOOL,MIDDLE ISLAND,11953,LONGWOOD CENTRAL SCHOOL DISTRICT,NY 
361923001756,Bootup Foundational Computer Science,2020,WEST MIDDLE ISLAND SCHOOL,MIDDLE ISLAND,11953,LONGWOOD CENTRAL SCHOOL DISTRICT,NY 
361923001755,Bootup Foundational Computer Science,2020,RIDGE ELEMENTARY SCHOOL,RIDGE,11961,LONGWOOD CENTRAL SCHOOL DISTRICT,NY 
361923001751,Bootup Foundational Computer Science,2020,C E WALTERS SCHOOL,YAPHANK,11980,LONGWOOD CENTRAL SCHOOL DISTRICT,NY 
240051001001,Bootup Foundational Computer Science,2020,CATHERINE T. REED ELEMENTARY,Lanham,20706,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD 
