Budget,Company,Country,Director,Genre,Gross,Name,Rating,Released,Runtime,Score,Star,Votes,Writer,Year
5000000,Universal Pictures,Japan,Stiles White,Horror,50856010,Ouija,PG-13,October,89,4.5,Olivia Cooke,39099,Juliet Snowden,2014
65000000,Hopscotch Features,USA,Stuart Beattie,Action,19075290,"I, Frankenstein",PG-13,January,92,5.1,Aaron Eckhart,70705,Stuart Beattie,2014
20000000,Pathé,UK,Ava DuVernay,Biography,52076908,Selma,PG-13,January,128,7.5,David Oyelowo,69760,Paul Webb,2014
0,Lagniappe Films,Germany,Peter Bogdanovich,Comedy,88460,Enredos en Broadway,R,August,93,6.1,Imogen Poots,19802,Peter Bogdanovich,2014
0,Element Pictures,UK,Lenny Abrahamson,Comedy,644906,Frank,R,September,95,7,Michael Fassbender,62768,Jon Ronson,2014
0,Beofilm,Sweden,Ruben Östlund,Comedy,1358561,Fuerza mayor,R,December,120,7.3,Johannes Kuhnke,34232,Ruben Östlund,2014
16000000,EuropaCorp,USA,Tommy Lee Jones,Drama,2428883,The Homesman,R,May,122,6.6,Tommy Lee Jones,24489,Tommy Lee Jones,2014
19000000,Gail Katz Productions,USA,Edward Zwick,Biography,2436062,Pawn Sacrifice,PG-13,September,115,7,Tobey Maguire,29268,Steven Knight,2014
0,Timnick Films,UK,Hossein Amini,Romance,506067,The Two Faces of January,PG-13,August,96,6.2,Viggo Mortensen,24842,Hossein Amini,2014
16000000,Stoney Lake Entertainment,USA,Vic Armstrong,Action,13998282,Left Behind,PG-13,October,110,3.1,Nicolas Cage,28203,Jerry B. Jenkins,2014
0,Armory Films,USA,Jordan Rubin,Comedy,8163,Zombeavers,R,March,77,4.8,Rachel Melvin,12863,Al Kaplan,2014
0,Apartment Two,USA,Max Nichols,Comedy,15600,Two Night Stand,R,September,86,6.4,Miles Teller,52628,Mark Hammer,2014
15000000,Lionsgate,UK,Anton Corbijn,Crime,17237244,A Most Wanted Man,R,August,122,6.8,Philip Seymour Hoffman,62647,Andrew Bovell,2014
0,Rajkumar Hirani Films,India,Rajkumar Hirani,Comedy,10616104,PK,Not specified,December,153,8.2,Aamir Khan,111073,Rajkumar Hirani,2014
0,Demarest Films,USA,Victor Levin,Comedy,116400,5 to 7,R,April,95,7.1,Anton Yelchin,13188,Victor Levin,2014
0,Zentropa Entertainments,Denmark,Kristian Levring,Drama,5000,La salvación,R,February,92,6.7,Mads Mikkelsen,29077,Anders Thomas Jensen,2014
0,Hardstyle,USA,Benny Safdie,Drama,80015,Heaven Knows What,R,May,97,6.5,Arielle Holmes,2884,Josh Safdie,2014
0,Egoli Tossell Film,Germany,Peter Chelsom,Adventure,1121961,Héctor y el secreto de la felicidad,R,June,120,7,Simon Pegg,37553,Maria von Heland,2014
10000000,River Road Entertainment,USA,Bill Pohlad,Biography,12547189,Love & Mercy,PG-13,June,121,7.4,John Cusack,28639,Oren Moverman,2014
132000000,DreamWorks Animation,USA,Eric Darnell,Animation,83348920,Penguins of Madagascar,PG,November,92,6.7,Tom McGrath,66287,Michael Colton,2014
0,Focus Features,UK,Kevin Macdonald,Adventure,1171559,Black Sea,R,January,114,6.4,Jude Law,28336,Dennis Kelly,2014
35000000,Open Road Films (II),USA,David Ayer,Action,10508518,Sabotage,R,March,109,5.7,Arnold Schwarzenegger,51146,Skip Woods,2014
15000000,Prospero Pictures,Canada,David Cronenberg,Comedy,347648,Mapa a las estrellas,R,February,111,6.2,Julianne Moore,31631,Bruce Wagner,2014
5000000,Sierra / Affinity,USA,Michael Cuesta,Biography,2450846,Kill the Messenger,R,April,112,7,Jeremy Renner,36607,Peter Landesman,2014
25000000,Summit Entertainment,USA,Ivan Reitman,Drama,28831145,Draft Day,PG-13,April,110,6.8,Kevin Costner,43430,Scott Rothman,2014
0,Non-Stop Productions,Russia,Andrey Zvyagintsev,Drama,1092800,Leviathan,R,February,140,7.6,Aleksey Serebryakov,36668,Oleg Negin,2014
100000,Duplass Brothers Productions,USA,Charlie McDowell,Drama,511635,The One I Love,R,August,91,7.1,Mark Duplass,27078,Justin Lader,2014
16000000,Paramount Pictures,USA,Jason Reitman,Comedy,461162,"Men, Women & Children",R,October,119,6.7,Kaitlyn Dever,25383,Jason Reitman,2014
10000000,Scott Rudin Productions,USA,Noah Baumbach,Comedy,7574066,While We're Young,R,April,97,6.3,Ben Stiller,35437,Noah Baumbach,2014
0,SpectreVision,USA,Jonathan Milott,Comedy,55749,Cooties,R,September,88,5.7,Elijah Wood,17646,Leigh Whannell,2014
2000000,Pure Flix Productions,USA,Harold Cronk,Drama,60755732,God's Not Dead,PG,March,100,4.8,Shane Harper,34760,Hunter Dennis,2014
45000000,Offspring Entertainment,USA,Trish Sie,Drama,14904384,Step Up All In,PG-13,August,112,6,Ryan Guzman,27883,Duane Adler,2014
145000000,Bullwinkle Studios,USA,Rob Minkoff,Animation,111506430,Mr. Peabody & Sherman,PG,March,92,6.8,Ty Burrell,52421,Jay Ward,2014
0,Big Farm,Ireland,Tomm Moore,Animation,857522,Song of the Sea,PG,December,93,8.1,David Rawle,35135,Will Collins,2014
28000000,EuropaCorp,France,Camille Delamarre,Action,20285518,Fortaleza prohibida,PG-13,April,90,5.7,Paul Walker,34795,Luc Besson,2014
6000000,Warner Bros. Digital Distribution,USA,Rob Thomas,Crime,3319109,Veronica Mars,PG-13,March,107,6.8,Kristen Bell,44057,Rob Thomas,2014
0,Fox Searchlight Pictures,Ireland,John Michael McDonagh,Drama,3593460,Calvary,R,April,102,7.4,Brendan Gleeson,47249,John Michael McDonagh,2014
28000000,Walt Disney Pictures,USA,Miguel Arteta,Comedy,66954149,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",PG,October,81,6.2,Steve Carell,33226,Rob Lieber,2014
22500000,Fear of God Films,Australia,Russell Crowe,Drama,4190530,Promesa de Vida,R,May,111,7.1,Russell Crowe,60858,Andrew Knight,2014
15000000,Relativity Media,USA,Roger Donaldson,Action,24984868,The November Man,R,August,108,6.3,Pierce Brosnan,54875,Michael Finch,2014
0,Voltage Pictures,USA,Andrew Niccol,Drama,316842,Good Kill,R,May,102,6.4,Ethan Hawke,18732,Andrew Niccol,2014
2000000,Bold Films,USA,Ryan Gosling,Drama,43282,Lost River,R,April,95,5.8,Christina Hendricks,13654,Ryan Gosling,2014
42000000,Gulfstream Pictures,Canada,Peter Lepeniotis,Animation,64251541,Locos por las nueces,PG,January,85,5.8,Will Arnett,21922,Lorne Cameron,2014
17000000,Chapter 2,France,Andrea Di Stefano,Crime,106869,Escobar,R,June,120,6.6,Benicio Del Toro,16839,Andrea Di Stefano,2014
0,Crab Apple Films,UK,Yann Demange,Action,1268760,'71,R,October,99,7.2,Jack O'Connell,40959,Gregory Burke,2014
0,Desperate Pictures,France,Gregg Araki,Drama,33518,Una Señal En La Tormenta,R,September,91,6.4,Shailene Woodley,23303,Gregg Araki,2014
5000000,Codeblack Entertainment,USA,Bille Woodruff,Drama,17382982,Addicted,R,October,106,5.2,Sharon Leal,6772,Christina Welsh,2014
103000000,Twentieth Century Fox Animation,USA,Carlos Saldanha,Animation,131538435,Rio 2,G,April,101,6.3,Jesse Eisenberg,64550,Don Rhymer,2014
40000000,Four Seasons Partnership,USA,Clint Eastwood,Biography,47034272,Jersey Boys,R,June,134,6.8,John Lloyd Young,27637,Marshall Brickman,2014
6000000,Worldview Entertainment,USA,Zach Braff,Comedy,3588432,Wish I Was Here,R,July,106,6.7,Zach Braff,32275,Adam J. Braff,2014
0,Code Red,USA,Justin Simien,Comedy,4404154,Dear White People,R,December,108,6.2,Tyler James Williams,22518,Justin Simien,2014
20000000,Gary Sanchez Productions,USA,Ben Falcone,Comedy,84525432,Tammy,R,July,97,4.9,Melissa McCarthy,40108,Melissa McCarthy,2014
0,CG Cinéma,France,Olivier Assayas,Drama,1811138,Las nubes de María,R,November,124,6.7,Juliette Binoche,21703,Olivier Assayas,2014
500000,Camfam Studios,USA,Darren Doane,Comedy,2783970,Saving Christmas,PG,November,79,1.5,Kirk Cameron,13059,Darren Doane,2014
0,Lucky Monkey Pictures,USA,Richard LaGravenese,Comedy,137945,The Last Five Years,PG-13,February,94,5.9,Anna Kendrick,7557,Jason Robert Brown,2014
25000000,Cube Vision,USA,Tim Story,Action,134938200,Ride Along,PG-13,January,99,6.2,Ice Cube,84906,Greg Coolidge,2014
0,Les Films du Fleuve,Belgium,Jean-Pierre Dardenne,Drama,1436243,"Two Days, One Night",PG-13,February,95,7.4,Marion Cotillard,37159,Jean-Pierre Dardenne,2014
5000000,Anonymous Content,USA,Lynn Shelton,Comedy,440338,Laggies,R,October,99,6.4,Keira Knightley,34852,Andrea Seigel,2014
60000000,Laika Entertainment,USA,Graham Annable,Animation,50837305,The Boxtrolls,PG,September,96,6.8,Ben Kingsley,46486,Irena Brignull,2014
2400000,Abbolita Productions,USA,Jeff Baena,Comedy,80315,Life After Beth,R,July,89,5.6,Aubrey Plaza,15603,Jeff Baena,2014
7000000,Black Entertainment Television (BET),USA,Gina Prince-Bythewood,Drama,14618727,Beyond the Lights,PG-13,November,116,6.9,Gugu Mbatha-Raw,12718,Gina Prince-Bythewood,2014
0,Head Gear Films,Australia,Josh Lawson,Comedy,18238,The Little Death,NOT RATED,June,96,7.1,Bojana Novakovic,21390,Josh Lawson,2014
0,Cargo Entertainment,USA,Kriv Stenders,Action,23840,Kill Me Three Times,R,April,90,5.9,Simon Pegg,16116,James McFarland,2014
12000000,IAC Films,USA,Chris Rock,Comedy,25277561,Top Five,R,December,102,6.4,Chris Rock,23426,Chris Rock,2014
0,New Artists Alliance,USA,Courteney Cox,Comedy,8129,Just Before I Go,R,April,95,6.4,Seann William Scott,15177,David Flebotte,2014
0,BSM Studio,USA,Jim Mickle,Crime,414623,Cold in July,R,December,109,6.8,Michael C. Hall,28879,Nick Damici,2014
20000000,Alcon Entertainment,Kenya,Philippe Falardeau,Drama,2716989,Una buena mentira,PG-13,October,110,7.4,Reese Witherspoon,22783,Margaret Nagle,2014
0,XYZ Films,USA,Justin Benson,Comedy,48949,Spring,NOT RATED,March,109,6.7,Lou Taylor Pucci,17373,Justin Benson,2014
25000000,Walt Disney Pictures,USA,Craig Gillespie,Biography,36447959,Million Dollar Arm,PG,May,124,7,Jon Hamm,38459,Tom McCarthy,2014
1000000,GNK Productions,USA,Peter Sattler,Drama,9837,Camp X-Ray,R,October,117,7,Kristen Stewart,33542,Peter Sattler,2014
0,Subzero Film Entertainment,UK,Jalmari Helander,Action,16909,Big Game,PG-13,June,90,5.4,Samuel L. Jackson,24225,Jalmari Helander,2014
18000000,ASIG Productions,USA,Rob Reiner,Comedy,15155772,And So It Goes,PG-13,July,94,5.8,Michael Douglas,10327,Mark Andrus,2014
0,Cinedigm,Bahamas,David Grovic,Crime,48817,The Bag Man,R,March,108,5.3,John Cusack,14377,David Grovic,2014
0,Paradox,Norway,Hans Petter Moland,Comedy,49284,In Order of Disappearance,R,February,116,7.2,Stellan Skarsgård,15045,Kim Fupz Aakeson,2014
8500000,Porchlight Films,Australia,David Michôd,Action,1109199,The Rover,R,June,103,6.4,Guy Pearce,36879,Joel Edgerton,2014
5000000,Affirm Films,USA,Andrew Erwin,Comedy,10429707,Moms' Night Out,PG,May,98,5.4,Sarah Drew,11445,Jon Erwin,2014
0,Gilbert Films,USA,Daniel Barber,Drama,27166,The Keeping Room,R,September,95,6,Brit Marling,4650,Julia Hart,2014
24000000,LStar Capital,USA,Tim Story,Comedy,65182182,Think Like a Man Too,PG-13,June,106,5.8,Kevin Hart,16706,Keith Merryman,2014
12500000,Screen Gems,USA,Steve Pink,Comedy,48637684,About Last Night,R,February,100,6.1,Kevin Hart,18519,Leslye Headland,2014
1000000,Rook Films,UK,Peter Strickland,Drama,32630,The Duke of Burgundy,UNRATED,January,104,6.6,Sidse Babett Knudsen,8925,Peter Strickland,2014
5000000,Gordon Bijelonic / Datari Turner Films,USA,John Stockwell,Biography,5565,Kid Cannabis,NOT RATED,April,110,6.4,Jonathan Daniel Brown,8218,John Stockwell,2014
15000000,Alliance Films,UK,Tom Harper,Drama,26496583,The Woman in Black 2: Angel of Death,PG-13,January,98,4.9,Helen McCrory,22255,Jon Croker,2014
5000000,Unified Pictures,USA,William H. Macy,Comedy,37440,Rudderless,R,February,105,7.5,Billy Crudup,14913,Casey Twenter,2014
50000000,Walt Disney Pictures,USA,James Bobin,Adventure,51183113,Muppets Most Wanted,PG,March,107,6.4,Ricky Gervais,26380,James Bobin,2014
13000000,Relativity Media,USA,Dave Green,Adventure,38916903,Earth to Echo,PG,July,91,5.8,Teo Halm,16757,Henry Gayden,2014
0,Working Title Films,UK,Stephen Daldry,Adventure,10230,Trash,R,October,114,7.2,Rickson Tevez,16903,Andy Mulligan,2014
13200000,Screen Gems,USA,Sam Miller,Crime,52543632,No Good Deed,PG-13,September,84,5.6,Taraji P. Henson,14236,Aimee Lagos,2014
15000000,Affirm Films,USA,Thomas Carter,Drama,30127963,When the Game Stands Tall,PG,August,115,6.7,Jim Caviezel,13653,Scott Marshall Smith,2014
0,Ukrainian State Film Agency,Ukraine,Myroslav Slaboshpytskyi,Crime,150564,The Tribe,UNRATED,September,126,7.1,Hryhoriy Fesenko,8036,Myroslav Slaboshpytskyi,2014
4000000,RADiUS-TWC,USA,Daniel Stamm,Horror,9134,13 Sins,R,April,93,6.3,Mark Webber,26332,David Birke,2014
12000000,TriStar Pictures,USA,Randall Wallace,Biography,91443253,Heaven Is for Real,PG,April,99,5.8,Greg Kinnear,22482,Randall Wallace,2014
0,Dentsu,Japan,Hiromasa Yonebayashi,Animation,765127,El recuerdo de Marnie,PG,December,103,7.8,Sara Takatsuki,18970,Joan G. Robinson,2014
5000000,Occupant Entertainment,UK,Geoff Moore,Comedy,72273,Better Living Through Chemistry,NOT RATED,March,91,6.3,Sam Rockwell,12284,Geoff Moore,2014
4000000,Baby Way Productions,USA,Michael Tiddes,Comedy,17329486,A Haunted House 2,R,April,86,4.7,Marlon Wayans,16194,Marlon Wayans,2014
6000000,WhiteFlame Productions,USA,Andrew Fleming,Comedy,11766,Barefoot,PG-13,September,90,6.6,Evan Rachel Wood,19248,Stephen Zotnowski,2014
3000000,Unison Films,USA,Ned Benson,Drama,585640,The Disappearance of Eleanor Rigby: Them,R,September,123,6.3,James McAvoy,9569,Ned Benson,2014
200000,Exclusive Media Group,USA,John Pogue,Horror,8496112,The Quiet Ones,PG-13,April,98,5.1,Jared Harris,16654,Craig Rosenberg,2014
1000000,Park Pictures,USA,John Slattery,Crime,104401,God's Pocket,R,August,88,6.1,Philip Seymour Hoffman,9072,Peter Dexter,2014
0,Wildgaze Films,UK,Pascal Chaumeil,Comedy,13093,A Long Way Down,R,June,96,6.4,Pierce Brosnan,27014,Nick Hornby,2014
245000000,Lucasfilm,USA,J.J. Abrams,Action,936662225,Star Wars: The Force Awakens,PG-13,December,136,8.1,Daisy Ridley,687192,Lawrence Kasdan,2015
150000000,Warner Bros. Pictures,Australia,George Miller,Action,153636354,Mad Max: Fury Road,R,May,120,8.1,Tom Hardy,661575,George Miller,2015
44000000,Visiona Romantica,USA,Quentin Tarantino,Crime,54117416,The Hateful Eight,R,December,167,7.8,Samuel L. Jackson,360020,Quentin Tarantino,2015
110000000,Village Roadshow Pictures,USA,Brad Peyton,Action,155190832,San Andreas,PG-13,May,114,6.1,Dwayne Johnson,167250,Carlton Cuse,2015
30000000,Black Label Media,USA,Denis Villeneuve,Action,46889293,Sicario,R,October,121,7.6,Emily Blunt,257207,Taylor Sheridan,2015
40000000,Focus Features,USA,Sam Taylor-Johnson,Drama,166167230,Fifty Shades of Grey,R,February,125,4.1,Dakota Johnson,250086,Kelly Marcel,2015
155000000,Paramount Pictures,USA,Alan Taylor,Action,89760956,Terminator Genisys,PG-13,July,126,6.5,Arnold Schwarzenegger,212532,Laeta Kalogridis,2015
135000000,Regency Enterprises,Hong Kong,Alejandro González Iñárritu,Adventure,183637894,Revenant: El Renacido,R,January,156,8,Leonardo DiCaprio,522384,Mark L. Smith,2015
108000000,Twentieth Century Fox Film Corporation,UK,Ridley Scott,Adventure,228433663,The Martian,PG-13,October,144,8,Matt Damon,579946,Drew Goddard,2015
61000000,Gotham Group,USA,Wes Ball,Action,81670090,Maze Runner: The Scorch Trials,PG-13,September,131,6.3,Dylan O'Brien,166404,T.S. Nowlin,2015
245000000,B24,UK,Sam Mendes,Action,200074175,Spectre,PG-13,November,148,6.8,Daniel Craig,318152,John Logan,2015
150000000,Universal Pictures,USA,Colin Trevorrow,Action,652270625,Jurassic World,PG-13,June,124,7,Chris Pratt,469200,Rick Jaffa,2015
3500000,Parts and Labor,USA,Robert Eggers,Horror,25138292,The Witch,R,February,92,6.8,Anya Taylor-Joy,111384,Robert Eggers,2015
13000000,Element Pictures,Ireland,Lenny Abrahamson,Drama,14677654,La habitación,R,January,118,8.2,Brie Larson,241695,Emma Donoghue,2015
95000000,Allison Shearmur Productions,USA,Kenneth Branagh,Drama,201151353,Cinderella,PG,March,105,7,Lily James,121576,Chris Weitz,2015
28000000,Plan B Entertainment,USA,Adam McKay,Biography,70259870,The Big Short,R,December,130,7.8,Christian Bale,260244,Charles Randolph,2015
30000000,Cross Creek Pictures,UK,Brian Helgeland,Biography,1872994,Legend,R,November,132,7,Tom Hardy,115765,Brian Helgeland,2015
65000000,Twentieth Century Fox Film Corporation,USA,Paul Feig,Action,110825712,Spy,R,June,119,7,Melissa McCarthy,193925,Paul Feig,2015
250000000,Marvel Studios,USA,Joss Whedon,Action,459005868,Avengers: Age of Ultron,PG-13,May,141,7.4,Robert Downey Jr.,537832,Joss Whedon,2015
190000000,Walt Disney Pictures,USA,Brad Bird,Action,93436322,Tomorrowland,PG,May,130,6.5,George Clooney,147385,Damon Lindelof,2015
75000000,Warner Bros.,USA,Guy Ritchie,Action,45445109,The Man from U.N.C.L.E.,PG-13,August,116,7.3,Henry Cavill,212440,Guy Ritchie,2015
15000000,Working Title Films,UK,Tom Hooper,Biography,12706393,The Danish Girl,R,January,119,7.1,Eddie Redmayne,117432,David Ebershoff,2015
175000000,Pixar Animation Studios,USA,Pete Docter,Animation,356461711,Inside Out,PG,June,95,8.2,Amy Poehler,439792,Pete Docter,2015
176000000,Warner Bros.,USA,Lana Wachowski,Action,47387723,Jupiter Ascending,PG-13,February,127,5.3,Channing Tatum,153531,Lilly Wachowski,2015
2500000,Black Bear Pictures,USA,Eli Roth,Drama,36336,Knock Knock,R,October,99,4.9,Keanu Reeves,56938,Eli Roth,2015
20000000,Participant Media,USA,Tom McCarthy,Crime,45055776,Spotlight,R,November,128,8.1,Mark Ruffalo,287421,Josh Singer,2015
11800000,The Weinstein Company,UK,Todd Haynes,Drama,12711491,Carol,R,January,118,7.2,Cate Blanchett,81966,Phyllis Nagy,2015
150000000,Paramount Pictures,China,Christopher McQuarrie,Action,195042377,Misión: imposible 5 - Nación secreta,PG-13,July,131,7.4,Tom Cruise,265527,Christopher McQuarrie,2015
190000000,Universal Pictures,USA,James Wan,Action,353007020,Furious 7,PG-13,April,137,7.2,Vin Diesel,309837,Chris Morgan,2015
0,Film4,Greece,Yorgos Lanthimos,Comedy,8699235,La langosta,R,October,119,7.1,Colin Farrell,131840,Yorgos Lanthimos,2015
29000000,Brownstone Productions (II),USA,Elizabeth Banks,Comedy,184296230,Pitch Perfect 2,PG-13,May,115,6.4,Anna Kendrick,112447,Kay Cannon,2015
20000000,3 Arts Entertainment,USA,John Wells,Comedy,13650738,Burnt,R,October,101,6.6,Bradley Cooper,80803,Steven Knight,2015
55000000,Working Title Films,UK,Baltasar Kormákur,Action,43482270,Everest,PG-13,September,121,7.1,Jason Clarke,160640,William Nicholson,2015
130000000,Gary Sanchez Productions,USA,Peyton Reed,Action,180202163,Ant-Man,PG-13,July,117,7.3,Paul Rudd,388417,Edgar Wright,2015
28000000,Universal Pictures,USA,F. Gary Gray,Biography,161197785,Straight Outta Compton,R,August,147,7.9,O'Shea Jackson Jr.,146861,Jonathan Herman,2015
160000000,Color Force,USA,Francis Lawrence,Action,281723902,The Hunger Games: Mockingjay - Part 2,PG-13,November,137,6.6,Jennifer Lawrence,212989,Peter Craig,2015
5000000,Blinding Edge Pictures,USA,M. Night Shyamalan,Horror,65206105,The Visit,PG-13,September,94,6.2,Olivia DeJonge,86781,M. Night Shyamalan,2015
25000000,Lakeshore Entertainment,USA,Lee Toland Krieger,Drama,42478175,The Age of Adaline,PG-13,April,112,7.2,Blake Lively,118727,J. Mills Goodloe,2015
53000000,Cross Creek Pictures,USA,Scott Cooper,Biography,62575678,Black Mass,R,September,123,6.9,Johnny Depp,140407,Mark Mallouk,2015
55000000,Double Dare You (DDY),USA,Guillermo del Toro,Drama,31056945,Crimson Peak,R,October,119,6.5,Mia Wasikowska,102529,Guillermo del Toro,2015
30000000,Escape Artists,Hong Kong,Antoine Fuqua,Drama,52421953,Revancha,R,July,124,7.4,Jake Gyllenhaal,176502,Kurt Sutter,2015
0,Gamechanger Films,USA,Karyn Kusama,Drama,231703,The Invitation,NOT RATED,April,100,6.7,Logan Marshall-Green,46822,Phil Hay,2015
0,Screen Australia,Australia,Jocelyn Moorhouse,Comedy,2021399,The Dressmaker,R,October,119,7.1,Kate Winslet,36647,Rosalie Ham,2015
35000000,Metro-Goldwyn-Mayer (MGM),USA,Ryan Coogler,Drama,109767581,Creed,PG-13,November,133,7.6,Michael B. Jordan,182827,Ryan Coogler,2015
110000000,Summit Entertainment,USA,Robert Schwentke,Action,130179072,Insurgent,PG-13,March,119,6.3,Shailene Woodley,178165,Brian Duffield,2015
35000000,Twentieth Century Fox Film Corporation,USA,Aleksander Bach,Action,22464430,Hitman: Agent 47,R,August,96,5.7,Rupert Friend,72970,Skip Woods,2015
8500000,CBS Films,USA,Ari Sandel,Comedy,34017854,The DUFF,PG-13,February,101,6.5,Mae Whitman,60469,Josh A. Cagan,2015
35000000,Universal Pictures,Japan,Judd Apatow,Comedy,110212700,Esta chica es un desastre,R,July,125,6.3,Amy Schumer,110244,Amy Schumer,2015
5000000,Blumhouse Productions,USA,Joel Edgerton,Drama,43771291,The Gift,R,August,108,7.1,Jason Bateman,103554,Joel Edgerton,2015
105000000,Alcon Entertainment,China,Ericson Core,Action,28782481,Punto de quiebre,PG-13,December,114,5.3,Edgar Ramírez,46887,Kurt Wimmer,2015
80000000,Columbia Pictures,USA,Genndy Tartakovsky,Animation,169700110,Hotel Transylvania 2,PG,September,89,6.7,Adam Sandler,73328,Robert Smigel,2015
50000000,Paramount Pictures,USA,Sean Anders,Comedy,150357137,Daddy's Home,PG-13,December,96,6.1,Will Ferrell,72842,Brian Burns,2015
0,Coup d'Etat Films,USA,Kyle Patrick Alvarez,Biography,643557,The Stanford Prison Experiment,R,July,122,6.9,Ezra Miller,23757,Tim Talbott,2015
40000000,DreamWorks,USA,Steven Spielberg,Drama,72313754,Bridge of Spies,PG-13,October,142,7.6,Tom Hanks,227862,Matt Charman,2015
30000000,Universal Pictures,UK,Danny Boyle,Biography,17750583,Steve Jobs,R,October,122,7.2,Michael Fassbender,121579,Aaron Sorkin,2015
31000000,BenderSpink,USA,John Francis Daley,Adventure,58884188,Vacation,R,July,99,6.1,Ed Helms,77487,Jonathan Goldstein,2015
90000000,Summit Entertainment,USA,Breck Eisner,Action,27367660,The Last Witch Hunter,PG-13,October,106,6,Vin Diesel,74795,Cory Goodman,2015
