Budget,Company,Country,Director,Genre,Gross,Name,Rating,Released,Runtime,Score,Star,Votes,Writer,Year
14000000,Universal Pictures,USA,Spike Lee,Drama,32482682,Jungle Fever,R,June,132,6.5,Wesley Snipes,14307,Spike Lee,1991
6000000,Alive Films,USA,David Kellogg,Comedy,1193062,Cool as Ice,PG,October,91,2.8,Vanilla Ice,7942,David Stenn,1991
0,Touchstone Pictures,USA,Damian Harris,Thriller,28738096,Deceived,PG-13,September,104,6.1,Goldie Hawn,5305,Mary Agnes Donoghue,1991
50000000,Paramount Pictures,USA,Mike Nichols,Drama,43001500,Regarding Henry,PG-13,July,108,6.7,Harrison Ford,24971,J.J. Abrams,1991
8000000,Little Tokyo Productions,USA,Mark L. Lester,Action,2275557,Showdown in Little Tokyo,R,August,79,6.1,Dolph Lundgren,13465,Stephen Glantz,1991
0,Sidéral Productions,France,Krzysztof Kieslowski,Drama,1999955,The Double Life of Veronique,R,November,98,7.9,Irène Jacob,31728,Krzysztof Kieslowski,1991
17000000,Metro-Goldwyn-Mayer (MGM),USA,Lili Fini Zanuck,Action,7241350,Rush,R,January,120,6.7,Jason Patric,6699,Kim Wozencraft,1991
15000000,Paramount Pictures,USA,Kenneth Branagh,Crime,38016380,Dead Again,R,August,107,7,Kenneth Branagh,22783,Scott Frank,1991
23000,Detour Filmproduction,USA,Richard Linklater,Comedy,1228108,Slacker,R,July,97,7.1,Richard Linklater,16396,Richard Linklater,1991
30000000,Davis-Panzer Productions,UK,Russell Mulcahy,Action,15556340,Highlander II: The Quickening,R,November,91,4.1,Christopher Lambert,38557,Gregory Widen,1991
0,Geffen Pictures,USA,Albert Brooks,Comedy,16371128,Defending Your Life,PG,April,112,7.3,Albert Brooks,14509,Albert Brooks,1991
0,Warner Bros.,USA,Michael Caton-Jones,Comedy,54830779,Doc Hollywood,PG-13,August,104,6.1,Michael J. Fox,27679,Neil B. Shulman,1991
25000000,Hughes Entertainment,USA,John Hughes,Comedy,33691313,Curly Sue,PG,October,101,5.7,Jim Belushi,17739,John Hughes,1991
18000000,Goldcrest Films International,Ireland,Don Bluth,Animation,11657385,Amigos inseparables,G,April,100,6,Glen Campbell,6716,Don Bluth,1991
23000000,Krisjair,USA,Simon Wincer,Action,7434726,Harley Davidson and the Marlboro Man,R,August,98,6,Mickey Rourke,15567,Don Michael Paul,1991
14000000,Walt Disney Pictures,USA,Randal Kleiser,Adventure,34793160,White Fang,PG,January,107,6.7,Ethan Hawke,16702,Jack London,1991
0,Fogwood Films,USA,Joel Schumacher,Drama,33669178,Dying Young,R,June,111,5.9,Julia Roberts,12581,Marti Leimbach,1991
0,Warner Bros.,USA,William Dear,Action,7788597,If Looks Could Kill,PG-13,March,88,5.7,Richard Grieco,5551,Fred Dekker,1991
23000000,Universal Pictures,USA,Michael Karbelnikoff,Crime,20246790,Mobsters,R,July,104,5.9,Christian Slater,7229,Michael Mahern,1991
0,Carnival Film & Television,UK,Simon Moore,Crime,221295,Under Suspicion,R,February,99,6.5,Liam Neeson,2752,Simon Moore,1991
0,Home Box Office (HBO),USA,Russell Mulcahy,Action,21760000,Ricochet,R,October,102,6.1,Denzel Washington,13505,Fred Dekker,1991
0,Pathé Entertainment,USA,Brian Gilbert,Drama,14789113,Not Without My Daughter,PG-13,January,116,6.2,Sally Field,10368,Betty Mahmoody,1991
17000000,Stone Group Pictures,USA,Craig R. Baxley,Action,9286314,Stone Cold,R,May,88,5.9,Brian Bosworth,5551,Walter Doniger,1991
0,Carolco Pictures,USA,Mick Jackson,Comedy,28862081,L.A. Story,PG-13,February,95,6.7,Steve Martin,26346,Steve Martin,1991
0,Walt Disney Pictures,USA,Steve Miner,Drama,7300000,Wild Hearts Can't Be Broken,G,May,88,7.2,Gabrielle Anwar,4092,Matt Williams,1991
0,Cheap Date,USA,Ken Russell,Drama,1008404,Whore,NC-17,October,85,5.5,Theresa Russell,2921,David Hines,1991
0,Beco Films,USA,Blake Edwards,Comedy,15545943,Switch,R,May,103,5.7,Ellen Barkin,7160,Blake Edwards,1991
0,Kennedy Miller Productions,Australia,John Duigan,Drama,2415396,Flirting,R,November,99,7.3,Noah Taylor,5046,John Duigan,1991
0,Nippon Television Network (NTV),Japan,Isao Takahata,Animation,415941,Only Yesterday,PG,February,118,7.7,Miki Imai,16144,Hotaru Okamoto,1991
0,New Line Cinema,USA,Burt Kennedy,Action,6948859,Suburban Commando,PG,October,90,4.3,Hulk Hogan,8055,Frank A. Cappello,1991
17000000,TriStar Pictures,USA,Maurice Phillips,Comedy,2865916,Another You,R,July,100,5.3,Richard Pryor,2959,Ziggy Steinberg,1991
10000000,Orion Pictures,USA,Jodie Foster,Drama,25010896,Little Man Tate,PG,November,99,6.7,Jodie Foster,12172,Scott Frank,1991
0,Film Four International,UK,Stephen Poliakoff,Drama,135893,Close My Eyes,R,November,108,6.4,Alan Rickman,2538,Stephen Poliakoff,1991
0,Universal Pictures,USA,David S. Ward,Comedy,34002045,King Ralph,PG,February,97,5.2,John Goodman,13317,Emlyn Williams,1991
23000000,Argos Films,Germany,Wim Wenders,Action,752856,Until the End of the World,R,December,280,6.8,William Hurt,7344,Peter Carey,1991
1400000,IRS Media,USA,Bobcat Goldthwait,Comedy,115103,Shakes the Clown,R,March,87,5.6,Bobcat Goldthwait,3958,Bobcat Goldthwait,1991
0,Movie Partners,USA,Mark Herrier,Comedy,4205000,Popcorn,R,February,91,5.7,Jill Schoelen,2785,Mitchell Smith,1991
8000000,Columbia Pictures Corporation,USA,Alan Rudolph,Mystery,19018321,Mortal Thoughts,R,April,102,5.7,Demi Moore,7239,William Reilly,1991
0,Universal Pictures,USA,John Badham,Action,25895485,The Hard Way,R,March,111,6.3,Michael J. Fox,15517,Lem Dobbs,1991
0,Pierre Grise Productions,France,Jacques Rivette,Drama,408571,La bella latosa,UNRATED,September,238,7.8,Michel Piccoli,5123,Pascal Bonitzer,1991
0,Black River Productions,UK,Mira Nair,Drama,7310000,Mississippi Masala,R,February,118,6.6,Denzel Washington,4116,Sooni Taraporevala,1991
0,Not specified,USA,Nancy Savoca,Comedy,394631,Dogfight,R,October,94,7.5,River Phoenix,6927,Bob Comfort,1991
0,ERA International,China,Yimou Zhang,Drama,2603061,Raise the Red Lantern,PG,December,125,8.2,Li Gong,22684,Su Tong,1991
10000000,Vista Street Entertainment,USA,Eric Red,Horror,9188150,Body Parts,R,August,88,5.5,Jeff Fahey,3290,Pierre Boileau,1991
22000000,Capella International,USA,Wolfgang Petersen,Crime,11511031,Shattered,R,October,98,6.5,Tom Berenger,6807,Richard Neely,1991
0,Alicéléo,Spain,Lars von Trier,Drama,1007001,Europa,R,June,112,7.7,Barbara Sukowa,16870,Lars von Trier,1991
13000000,Brooksfilms,USA,Mel Brooks,Comedy,4102526,Life Stinks,PG-13,July,92,5.8,Mel Brooks,7979,Mel Brooks,1991
18000000,Metro-Goldwyn-Mayer (MGM),USA,Tom Mankiewicz,Comedy,5546827,Delirious,PG,August,96,5.7,John Candy,6370,Lawrence J. Cohen,1991
7000000,Columbia Pictures Corporation,USA,Sean Penn,Drama,191125,The Indian Runner,R,September,127,7.1,David Morse,7239,Sean Penn,1991
11000000,Baltimore Pictures,France,Steven Soderbergh,Drama,1059071,Kafka,PG-13,November,98,6.9,Jeremy Irons,8341,Lem Dobbs,1991
0,Paramount Pictures,USA,Michael Hoffman,Comedy,36489888,Soapdish,PG-13,May,97,6.5,Sally Field,12336,Robert Harling,1991
0,Touchstone Pictures,USA,Randa Haines,Drama,38120905,The Doctor,PG-13,August,122,6.9,William Hurt,4314,Ed Rosenbaum,1991
0,Alliance Communications Corporation,Canada,Bruce Beresford,Adventure,8211952,Black Robe,R,October,101,7.1,Lothaire Bluteau,5638,Brian Moore,1991
17000000,Twentieth Century Fox Film Corporation,USA,Peter Faiman,Comedy,4603929,Dutch,PG-13,July,107,6.4,Ed O'Neill,10048,John Hughes,1991
48000000,Touchstone Pictures,USA,Robert Benton,Crime,15965919,Billy Bathgate,R,November,106,5.9,Dustin Hoffman,10085,E.L. Doctorow,1991
0,Canal+,Spain,Pedro Almodóvar,Comedy,1710057,High Heels,R,December,112,7.2,Victoria Abril,10971,Pedro Almodóvar,1991
0,Paramount Pictures,USA,Ken Kwapis,Comedy,9804775,"He Said, She Said",PG-13,February,115,5.6,Kevin Bacon,5289,Brian Hohlfeld,1991
3000000,Cinetel Films,USA,Marc Rocco,Crime,390152,Where the Day Takes You,R,September,105,6.8,Dermot Mulroney,2522,Michael Hitchcock,1991
8000000,Palace Pictures,UK,Bill Duke,Comedy,10438504,A Rage in Harlem,R,May,100,5.9,Forest Whitaker,1581,Chester Himes,1991
0,Twentieth Century Fox Film Corporation,USA,Chris Columbus,Comedy,21830957,Only the Lonely,PG-13,May,104,6.3,John Candy,8491,Chris Columbus,1991
7500000,Carolco Pictures,USA,Martha Coolidge,Drama,6266621,Rambling Rose,R,September,112,6.7,Laura Dern,4115,Calder Willingham,1991
0,Twentieth Century Fox Film Corporation,USA,Lawrence Kasdan,Crime,33243020,Grand Canyon,R,January,134,6.9,Danny Glover,13271,Lawrence Kasdan,1991
0,Paramount Pictures,USA,Robert Lieberman,Comedy,14812000,All I Want for Christmas,G,November,92,6,Harley Jane Kozak,3508,Thom Eberhardt,1991
0,Golden Harvest Company,Hong Kong,Jackie Chan,Action,10440032,Armour of God 2: Operation Condor,PG-13,July,106,7.3,Jackie Chan,15147,Jackie Chan,1991
13000000,Gladden Entertainment,USA,Stewart Raffill,Comedy,3752426,Mannequin: On the Move,PG,May,95,4.1,Kristy Swanson,4885,Edward Rugoff,1991
10000000,Paramount Pictures,USA,Mark DiSalle,Action,14061361,The Perfect Weapon,R,March,90,6,Jeff Speakman,2867,David C. Wilson,1991
18000000,Pathé Entertainment,USA,Nicholas Meyer,Action,1501785,Company Business,PG-13,September,98,5.7,Gene Hackman,1996,Nicholas Meyer,1991
0,New Line Cinema,USA,Michael Tolkin,Drama,1277401,The Rapture,R,October,100,6.4,Mimi Rogers,4296,Michael Tolkin,1991
35000000,Paramount Pictures,USA,John Milius,Action,14587732,Flight of the Intruder,PG-13,January,115,5.7,Danny Glover,5162,Stephen Coonts,1991
40000000,All Girl Productions,USA,Mark Rydell,Comedy,17860280,For the Boys,R,November,138,6.3,Bette Midler,4430,Neal Jimenez,1991
0,Kings Road Entertainment,USA,Albert Pyun,Action,1250712,Kickboxer 2: The Road Back,R,June,100,4.5,Sasha Mitchell,4588,Mark DiSalle,1991
14000000,Orion Pictures,USA,Woody Allen,Comedy,2735731,Shadows and Fog,PG-13,March,85,6.8,Woody Allen,14024,Woody Allen,1991
2000000,Empire Pictures (II),USA,Stuart Gordon,Horror,3331,The Pit and the Pendulum,R,June,97,6.1,Lance Henriksen,3241,Edgar Allan Poe,1991
5000000,"Hudlin Brothers, The",USA,George Jackson,Comedy,19281235,House Party 2,R,October,100,5.1,Christopher Reid,3925,Reginald Hudlin,1991
0,Allarts,UK,Peter Greenaway,Drama,1750301,Prospero's Books,R,August,124,6.9,John Gielgud,5335,William Shakespeare,1991
0,Warner Bros.,USA,Irwin Winkler,Drama,9480198,Guilty by Suspicion,PG-13,March,105,6.5,Robert De Niro,6588,Irwin Winkler,1991
36000000,The Saul Zaentz Company,USA,Hector Babenco,Drama,1342903,At Play in the Fields of the Lord,R,December,189,6.8,Tom Berenger,2755,Peter Matthiessen,1991
0,Paramount Pictures,USA,Herbert Ross,Drama,418807,True Colors,R,March,111,6.3,John Cusack,4205,Kevin Wade,1991
26000000,Hollywood Pictures,USA,Jerry Rees,Comedy,12454768,The Marrying Man,R,April,115,5.7,Kim Basinger,4445,Neil Simon,1991
17010000,Sean Daniel Company,USA,Nadia Tass,Comedy,22641969,Pure Luck,PG,August,96,5.7,Martin Short,5618,Francis Veber,1991
22000000,Largo Entertainment,USA,Rod Daniel,Comedy,11000863,The Super,R,October,84,5.5,Joe Pesci,4400,Sam Simon,1991
0,Paramount Pictures,USA,Terry Hughes,Comedy,9689816,The Butcher's Wife,PG-13,October,107,5.3,Demi Moore,5723,Ezra Litwak,1991
16400000,Orion Pictures,USA,Richard Franklin,Action,21082165,F/X2,PG-13,May,108,5.8,Bryan Brown,7248,Robert T. Megginson,1991
28000000,Films A2,France,Leos Carax,Drama,117569,The Lovers on the Bridge,R,July,125,7.6,Juliette Binoche,9590,Leos Carax,1991
0,Paramount Pictures,UK,Franc Roddam,Action,3106559,K2,R,May,102,6.2,Michael Biehn,5614,Patrick Meyers,1991
250000,Bronze Eye Productions,USA,Todd Haynes,Drama,609524,Poison,R,August,85,6.5,Edith Meeks,2724,Jean Genet,1991
0,Interscope Communications,USA,Michael Apted,Drama,24277858,Class Action,R,March,110,6.4,Gene Hackman,5499,Carolyn Shelby,1991
0,BBC Films,UK,Mike Newell,Drama,13200170,Enchanted April,PG,December,95,7.4,Alfred Molina,5334,Elizabeth von Arnim,1991
16000000,Hollywood Pictures,USA,Geoff Burrowes,Action,4409328,Run,R,February,91,6.1,Patrick Dempsey,2157,Dennis Shryack,1991
0,Robert Simonds Productions,USA,Jeffrey Hornaday,Drama,3547684,Shout,PG-13,October,89,5,John Travolta,1594,Joe Gayton,1991
0,Universal Pictures,UK,James Dearden,Crime,15429177,A Kiss Before Dying,R,April,94,5.7,Matt Dillon,4042,Ira Levin,1991
0,Warner Bros.,USA,Norman Jewison,Comedy,25682090,Other People's Money,R,October,103,6.1,Danny DeVito,6905,Jerry Sterner,1991
0,DDM Film Corporation,USA,Frank De Felitta,Horror,2368,Scissors,R,March,100,5.2,Sharon Stone,2057,Joyce Selznick,1991
0,American Playhouse,UK,Julie Dash,Drama,1642436,Daughters of the Dust,TV-PG,December,100,6.5,Cora Lee Day,1135,Julie Dash,1991
4000000,Hollywood Pictures,USA,Heywood Gould,Action,11276846,One Good Cop,R,May,114,5.8,Michael Keaton,3226,Heywood Gould,1991
0,Golden Harvest Company,Hong Kong,Michael Mak,Adventure,396003,Sex and Zen,R,November,100,5.8,Amy Yip,1687,Alexander Lee,1991
0,C.L.G. Films,UK,James Lapine,Biography,4076211,Impromptu,PG-13,1991-05,107,7,Judy Davis,4064,Sarah Kernochan,1991
0,Cannon Pictures,USA,Aaron Norris,Action,4654288,The Hitman,R,October,95,5.3,Chuck Norris,2836,Robert Geoffrion,1991
0,Siriol Productions,UK,József Gémes,Animation,2144238,The Princess and the Goblin,G,June,100,6.9,Claire Bloom,1975,Robin Lyons,1991
0,Feature Film Enterprise II,Japan,Akira Kurosawa,Drama,516431,Rapsodia en agosto,PG,December,98,7.3,Sachiko Murase,5202,Kiyoko Murata,1991
0,Vision PDG,USA,Zalman King,Drama,573904,Wild Orchid II: Two Shades of Blue,R,May,111,3.7,Nina Siemaszko,1253,Zalman King,1991
16000000,Cinecom Entertainment Group,USA,Lasse Hallström,Comedy,14851083,Once Around,R,February,115,6.5,Richard Dreyfuss,3594,Malia Scotch Marmo,1991
0,Parallax Pictures,UK,Ken Loach,Comedy,295444,Riff-Raff,UNRATED,February,95,7.1,Robert Carlyle,3324,Bill Jesse,1991
0,MK2 Productions,France,Claude Chabrol,Drama,1942424,Madame Bovary,PG-13,December,143,6.7,Isabelle Huppert,3041,Gustave Flaubert,1991
0,House & Moorhouse Films,Australia,Jocelyn Moorhouse,Drama,524668,Proof,R,March,86,7.4,Hugo Weaving,5369,Jocelyn Moorhouse,1991
0,Edward R. Pressman Film,USA,David Mamet,Crime,2971661,Homicide,R,August,102,7.1,Joe Mantegna,5024,David Mamet,1991
0,Island World,USA,Kevin Hooks,Comedy,7683267,Strictly Business,PG-13,November,100,5.4,Tommy Davidson,1507,Pam Gibson,1991
0,A.M.A. Film,Italy,Gabriele Salvatores,Comedy,4532791,Mediterraneo,R,January,96,7.4,Diego Abatantuono,11479,Enzo Monteleone,1991
0,Cecchi Gori Group Tiger Cinematografica,Italy,Roberto Benigni,Comedy,574392,Johnny Stecchino,R,October,102,7.2,Roberto Benigni,8466,Roberto Benigni,1991
0,British Screen Productions,UK,Derek Jarman,Drama,694438,Edward II,R,October,87,7,Steven Waddington,1997,Christopher Marlowe,1991
6000000,Les Films 21,USA,Sylvio Tabet,Action,869325,Beastmaster 2: Through the Portal of Time,PG-13,August,107,3.8,Marc Singer,2462,Andre Norton,1991
0,Hollywood Pictures,USA,Jeff Kanew,Action,11128309,V.I. Warshawski,R,July,89,4.8,Kathleen Turner,4135,Sara Paretsky,1991
0,Initial Films,USA,John Frankenheimer,Action,1182273,Year of the Gun,R,November,111,5.7,Andrew McCarthy,1977,Michael Mewshaw,1991
0,Action Films,France,Volker Schlöndorff,Drama,516517,Voyager,PG-13,January,117,6.8,Sam Shepard,2507,Max Frisch,1991
0,Esperanto Filmoj,Mexico,Alfonso Cuarón,Comedy,9074,Sólo con tu pareja,NOT RATED,December,94,7.1,Daniel Giménez Cacho,2423,Alfonso Cuarón,1991
0,Alliance Entertainment,Canada,Atom Egoyan,Comedy,396573,The Adjuster,R,1992-07,102,6.7,Elias Koteas,2727,Atom Egoyan,1991
10000000,Orion Pictures,USA,Jonathan Wacks,Comedy,6166819,Mystery Date,PG-13,August,97,6,Ethan Hawke,2180,Parker Bennett,1991
0,Paramount Pictures,USA,Lewis Gilbert,Comedy,242014,Stepping Out,PG,October,106,6.4,Liza Minnelli,903,Richard Harris,1991
0,Marble Hall,USA,James Glickenhaus,Action,456127,McBain,R,September,107,4.7,Christopher Walken,1284,James Glickenhaus,1991
4000000,Imagine Entertainment,USA,Radha Bharadwaj,Drama,259012,Closet Land,R,March,100,7.2,Madeleine Stowe,2293,Radha Bharadwaj,1991
10000000,TriStar Pictures,USA,Matthew Robbins,Adventure,8667684,Bingo,PG,August,100,4.7,Cindy Williams,2380,Jim Strain,1991
0,Sovereign Pictures,UK,Charles Sturridge,Drama,1403033,Where Angels Fear to Tread,PG,February,100,6.6,Helena Bonham Carter,1691,E.M. Forster,1991
0,Erato Films,France,Maurice Pialat,Biography,138720,Van Gogh,R,October,158,7.3,Jacques Dutronc,2069,Maurice Pialat,1991
0,JVC Entertainment Networks,USA,George Gallo,Comedy,2120564,29th Street,R,November,101,7.3,Anthony LaPaglia,2157,Frank Pesce,1991
0,BC,Germany,Danny Huston,Biography,218316,Becoming Colette,R,November,100,5.4,Klaus Maria Brandauer,192,Ruth Graham,1991
19000000,Nelson Entertainment,USA,Sidney J. Furie,Action,939277,The Taking of Beverly Hills,R,October,96,4.9,Ken Wahl,869,Sidney J. Furie,1991
0,Iblis Films,Belgium,Jaco Van Dormael,Comedy,1228153,Toto the Hero,PG-13,June,91,7.7,Michel Bouquet,4546,Didier De Neck,1991
1900000,Juno Pix,USA,Joseph B. Vasquez,Comedy,532933,Hangin' with the Homeboys,R,April,100,7,Doug E. Doug,1147,Joseph B. Vasquez,1991
0,Grand Highway Productions,USA,Mary Agnes Donoghue,Drama,18634643,Paradise,PG-13,October,111,6.7,Melanie Griffith,2375,Mary Agnes Donoghue,1991
0,American Playhouse,Mexico,Nicolás Echevarría,Adventure,789127,Cabeza de Vaca,R,April,100,7,Juan Diego,883,Nicolás Echevarría,1991
0,Numero Uno International,Italy,Andrey Konchalovskiy,Drama,583979,The Inner Circle,PG-13,December,137,7.1,Tom Hulce,1676,Andrey Konchalovskiy,1991
0,Initial Entertainment Group (IEG),USA,Mike Figgis,Mystery,133645,Liebestraum,R,1991-11,112,6,Kevin Anderson,1320,Mike Figgis,1991
0,Avenue Pictures,UK,Michael Lindsay-Hogg,Comedy,5186392,The Object of Beauty,R,April,103,5.7,John Malkovich,1660,Michael Lindsay-Hogg,1991
0,A&M; Films,USA,Michael Bortman,Drama,31000,Crooked Hearts,R,September,113,6.1,Peter Berg,761,Robert Boswell,1991
0,Castle Rock Entertainment,USA,W.D. Richter,Drama,8906823,Late for Dinner,PG,September,99,6.5,Peter Berg,1474,Mark Andrus,1991
450000,American Playhouse,USA,Matty Rich,Crime,2712293,Straight Out of Brooklyn,R,1991-06,100,5.9,George T. Odom,499,Matty Rich,1991
0,Film Par Film,France,Gérard Lauzier,Comedy,25480000,Mon Pere Ce Heros,Not specified,October,105,6.1,Gérard Depardieu,2224,Gérard Lauzier,1991
0,New Line Cinema,USA,Topper Carew,Comedy,978775,Talkin' Dirty After Dark,R,August,89,5.2,Martin Lawrence,425,Topper Carew,1991
0,Pedro Costa Producciones Cinematográficas S.A.,Spain,Vicente Aranda,Crime,1407309,Lovers: A True Story,R,April,103,7.2,Victoria Abril,1875,Álvaro del Amo,1991
0,Califilm,USA,Rodman Flender,Drama,1159578,The Unborn,R,March,100,4,Brooke Adams,780,John Brancato,1991
0,WMG Pictures,USA,Michael Schultz,Comedy,5467959,Livin' Large!,R,September,100,5,Terrence 'T.C.' Carson,374,William Mosley-Payne,1991
0,Film Par Film,France,Alain Corneau,Biography,3089497,Tous les matins du monde,NOT RATED,December,115,7.6,Gérard Depardieu,5433,Pascal Quignard,1991
0,American Playhouse,USA,Nancy Kelly,Romance,717772,Thousand Pieces of Gold,PG-13,1991-11,105,7.1,Rosalind Chao,460,Ruthanne Lum McCunn,1991
0,Panorama,USA,Tony Cookson,Comedy,402539,And You Thought Your Parents Were Weird,PG,November,92,4.5,Joshua John Miller,393,Tony Cookson,1991
0,Carolco Pictures,USA,Steve Rash,Comedy,612781,Queens Logic,R,February,100,5.9,Kevin Bacon,1343,Tony Spiridakis,1991
3000000,Touchstone Pictures,USA,Paul Mazursky,Comedy,9563393,Scenes from a Mall,R,February,89,5.3,Bette Midler,4158,Roger L. Simon,1991
0,Home Grown Inc.,USA,Stuart Rosenberg,Drama,3603615,My Heroes Have Always Been Cowboys,PG,March,100,6.4,Scott Glenn,413,Joel Don Humphreys,1991
0,Paramount Pictures,USA,Robert M. Young,Drama,336396,Talent for the Game,PG,April,91,5.9,Edward James Olmos,624,David Himmelstein,1991
3000000,Esperanza Films Inc.,USA,John Sayles,Crime,1264910,City of Hope,R,November,129,7.4,Vincent Spano,1889,John Sayles,1991
0,Anglo International Films,UK,Don Boyd,Drama,256521,Twenty-One,R,October,92,5.3,Patsy Kensit,429,Zoe Heller,1991
0,British Screen Productions,Ireland,Peter Chelsom,Comedy,4313173,Hear My Song,R,1992-02,100,7.2,Ned Beatty,1338,Peter Chelsom,1991
13000000,Nelson Entertainment,USA,Duncan Gibbins,Action,5451119,Eve of Destruction,R,January,99,4.8,Gregory Hines,1664,Duncan Gibbins,1991
6000000,Raffaella Productions,USA,Avi Nesher,Action,64562,Timebomb,R,May,96,5.5,Michael Biehn,1236,Avi Nesher,1991
14000000,Not specified,USA,Arthur Hiller,Comedy,1989059,Married to It,R,March,112,5.9,Beau Bridges,757,Janet Kovalcik,1991
0,Carolco Pictures,USA,Martin Campbell,Mystery,6413375,Defenseless,R,August,104,5.8,Barbara Hershey,583,James Cresson,1991
0,Channel Four Films,UK,Hanif Kureishi,Comedy,170667,London Kills Me,R,December,107,6.3,Justin Chadwick,491,Hanif Kureishi,1991
15000000,Sandollar Productions,USA,Charles Lane,Comedy,4693236,True Identity,R,August,93,5.1,Lenny Henry,1019,Andy Breckman,1991
0,Channel Four Films,UK,Simon Callow,Comedy,184890,The Ballad of the Sad Cafe,PG-13,1991-06,100,6.5,Vanessa Redgrave,547,Edward Albee,1991
0,Cineplex-Odeon Films,Canada,Bruce McDonald,Comedy,291645,Highway 61,R,April,102,7.2,Don McKellar,1210,Allan Magee,1991
0,Alpha Filmes,Brazil,Walter Salles,Drama,356825,The Knife,R,November,104,6.2,Peter Coyote,510,Rubem Fonseca,1991
0,British Screen Productions,UK,Peter Richardson,Comedy,582510,The Pope Must Diet,R,August,100,5,Robbie Coltrane,1304,Peter Richardson,1991
0,Warner Bros.,UK,István Szabó,Comedy,1000348,Meeting Venus,PG-13,1991-12,119,6.8,Glenn Close,1060,István Szabó,1991
0,High Horse Films,USA,Martin Davidson,Comedy,306319,Hard Promises,PG,January,95,5.8,Sissy Spacek,450,Jule Selbo,1991
0,Planet Productions,USA,Stephen La Rocque,Comedy,1076,Samantha,PG,November,96,6.5,Martha Plimpton,330,John Golden,1991
1200000,Live Entertainment,USA,Quentin Tarantino,Crime,2832029,Reservoir Dogs,R,September,99,8.3,Harvey Keitel,735396,Quentin Tarantino,1992
40000000,American Zoetrope,USA,Francis Ford Coppola,Horror,82522790,Bram Stoker's Dracula,R,November,128,7.5,Gary Oldman,155460,Bram Stoker,1992
28000000,Walt Disney Pictures,USA,Ron Clements,Animation,217350219,Aladdin,G,November,90,8,Scott Weinger,287068,Ron Clements,1992
80000000,Warner Bros.,USA,Tim Burton,Action,162831698,Batman Returns,PG-13,June,126,7,Michael Keaton,232027,Bob Kane,1992
49000000,Carolco Pictures,France,Paul Verhoeven,Drama,117727000,Bajos instintos,R,March,127,6.9,Michael Douglas,143903,Joe Eszterhas,1992
40000000,Morgan Creek Productions,USA,Michael Mann,Action,75505856,The Last of the Mohicans,R,September,112,7.8,Daniel Day-Lewis,122987,James Fenimore Cooper,1992
14400000,Warner Bros.,USA,Clint Eastwood,Drama,101157447,Unforgiven,R,August,131,8.2,Clint Eastwood,304536,David Webb Peoples,1992
11000000,Palo Vista Productions,USA,Jonathan Lynn,Comedy,52929168,My Cousin Vinny,R,March,120,7.5,Joe Pesci,88685,Dale Launer,1992
40000000,Columbia Pictures Corporation,USA,Rob Reiner,Drama,141340178,A Few Good Men,R,December,138,7.7,Tom Cruise,196002,Aaron Sorkin,1992
10000000,New Line Cinema,USA,David Lynch,Drama,4160851,Twin Peaks: Fire Walk with Me,R,August,135,7.2,Sheryl Lee,67092,David Lynch,1992
50000000,Twentieth Century Fox Film Corporation,USA,David Fincher,Action,55473600,Alien 3,R,May,114,6.4,Sigourney Weaver,231709,Dan O'Bannon,1992
31000000,Touchstone Pictures,USA,Emile Ardolino,Comedy,139610000,Sister Act,PG,May,100,6.3,Whoopi Goldberg,70833,Paul Rudnick,1992
40000000,Columbia Pictures Corporation,USA,Penny Marshall,Comedy,107533928,A League of Their Own,PG,July,128,7.2,Tom Hanks,77047,Kim Wilson,1992
55000000,Universal Pictures,USA,Robert Zemeckis,Comedy,58422650,Death Becomes Her,PG-13,July,104,6.5,Meryl Streep,85470,Martin Donovan,1992
31000000,Universal Pictures,USA,Martin Brest,Drama,63895607,Scent of a Woman,R,January,156,8,Al Pacino,209862,Giovanni Arpino,1992
15000000,Touchwood Pacific Partners 1,USA,Kenny Ortega,Drama,2819485,Newsies,PG,April,121,7,Christian Bale,16383,Bob Tzudiker,1992
25000000,Kasdan Pictures,USA,Mick Jackson,Action,121945720,The Bodyguard,R,November,129,6.2,Kevin Costner,97795,Lawrence Kasdan,1992
20000000,Paramount Pictures,USA,Penelope Spheeris,Comedy,121697350,Wayne's World,PG-13,February,94,7,Mike Myers,122552,Mike Myers,1992
10000000,Avnet/Kerner Productions,USA,Stephen Herek,Comedy,50752337,The Mighty Ducks,PG,October,100,6.4,Emilio Estevez,48129,Steven Brill,1992
11000000,Dino De Laurentiis Company,USA,Sam Raimi,Comedy,11502976,Army of Darkness,R,February,81,7.6,Bruce Campbell,139216,Sam Raimi,1992
18000000,Twentieth Century Fox Film Corporation,USA,Chris Columbus,Adventure,173585516,Home Alone 2: Lost in New York,PG,November,120,6.6,Macaulay Culkin,226766,John Hughes,1992
35000000,Warner Bros.,France,Andrew Davis,Action,83363139,Under Siege,R,October,103,6.5,Steven Seagal,65431,J.F. Lawton,1992
12500000,GGR,USA,James Foley,Crime,10725228,Glengarry Glen Ross,R,October,100,7.8,Al Pacino,82352,David Mamet,1992
3000000,WingNut Films,New Zealand,Peter Jackson,Comedy,242623,Dead Alive,R,February,104,7.6,Timothy Balme,81752,Stephen Sinclair,1992
